url,LiuyanType,answer,category,date,descrip,detail,platform,title,...
http://liuyan.guokr.com/article/692/,假,这是谣言，其实法国接种的疫苗可以预防的疾病和我国是类似的，数量的差别主要来自疫苗的工艺，但法国儿童的接种次数也多于6次。,医学健康,2013-07-17,法国孩子15岁前只打6次疫苗，而中国则高达三四十次。,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>法国孩子15岁前只打6次疫苗，而中国则高达三四十次。</div><div>
		<span>真相</span><span class=""arrow-right""/>这是谣言，其实法国接种的疫苗可以预防的疾病和我国是类似的，数量的差别主要来自疫苗的工艺，但法国儿童的接种次数也多于6次。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	下面是法国2012年的疫苗接种计划（见[2]），Td Polio （破伤风、白喉和脊髓灰质炎）是打叉的绿色格子，是唯一强制的疫苗，如果所有建议的疫苗都打的话，0到6岁之间（红线左边）应该是15次（同一次的绿色格子表示最少可以一次注射），可以预防的疾病是12种：1乙型肝炎、2结核病、3脊髓灰质炎、4白喉、5百日咳、6破伤风、7流行性脑脊髓膜炎、8C群流行性脑膜炎、9麻疹、10流行性腮腺炎、11风疹、12肺炎链球菌疾病。<br/>
<img src=""https://3-im.guokr.com/aHy-ZB-Grv42HfehDPXLyoyzSBpJW7a5cmW5rzzwR6M8BAAAdgIAAEpQ.jpg?imageView2/1/w/480/h/278"" style=""max-width: 480px"" data-orig-width=""1084"" data-orig-height=""630"" data-hashkey=""aHy-ZB-Grv42HfehDPXLyoyzSBpJW7a5cmW5rzzwR6M8BAAAdgIAAEpQ""/><br/>
<br/>
<br/>
麻腮风疫苗如果不进托儿所（人群之中）就不用打，这样看来只要13到15针，比中国少上不少呢。不过说到底，小孩最后接收到的疫苗种数和内容都和中国差不多。<br/>

	</div>",流言百科,法国孩子15岁前只打6次疫苗,{}
http://liuyan.guokr.com/article/563/,论,,医学健康,2013-07-10,拿紫外线灯给房间消毒，某人非说是紫外线灯有辐射，并且关灯后两小时不能进入房间，有残留辐射。,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>拿紫外线灯给房间消毒，某人非说是紫外线灯有辐射，并且关灯后两小时不能进入房间，有残留辐射。</div><div>
		<span>真相</span><span class=""arrow-right""/></div>
	
	<h2>论证</h2>
	<div class=""content"">
	能产生臭氧和产生的臭氧足够杀菌是两回事，复印机也会产生臭氧，但是复印机不能用来做消毒吧。无臭氧灯产出的臭氧量很少，对于使用环境来说臭氧的杀菌作用可以忽略。根据国标《GB19258-2003紫外线杀菌灯》的要求，无抽臭氧杀菌灯的臭氧产出率应低于0.05g/(kW·h)。<br/>
(参考文献：<a href=""http://down.foodmate.net/standard/sort/3/3349.html)"">http://down.foodmate.net/standard/sort/3/3349.html)</a>
	</div>",流言百科,紫外线消毒灯关闭后还有辐射残留,{}
http://liuyan.guokr.com/article/861/,论,可以选购那些脂肪含量少的肉块，适量食用。,医学健康,2013-07-16,,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/></div><div>
		<span>真相</span><span class=""arrow-right""/>可以选购那些脂肪含量少的肉块，适量食用。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	健康的减重饮食计划中可以包含少量瘦肉。牛羊肉、猪肉、鸡肉和鱼肉都含有一定的胆固醇和饱和脂肪（最不健康的一种脂肪），但它们也含有像蛋白质、铁、锌这类健康的营养成分。<br/>
<br/>
建议： 可以选购那些脂肪含量少的肉块，然后把所有可见的肥肉都切下来。脂肪含量相对较少的肉类包括猪里脊、牛腿肉、牛下腰肉、牛上腰肉、牛肋排和超瘦碎牛肉。同时，还需要注意食用量。3盎司（约为93.3克）的肉类或者家禽肉的体积大约与一副扑克牌相当。<br/>
<br/>
<a href=""http://rumor.guokr.com/candidate/list/"">http://rumor.guokr.com/candidate/list/</a>
	</div>",流言百科,食用牛羊肉对健康不利，也不利于减肥,{}
http://liuyan.guokr.com/article/860/,论,坚果的确是热量高而且富含脂肪的食物。不过大多数坚果所含的都是不会堵塞动脉的健康脂肪。可适量食用。,医学健康,2013-07-16," 科学家发现吃坚果和干果对于节食减肥者来说不但不能减肥而且有增肥作用。坚果中含有大量不利于健康的饱和脂肪酸，而干果中含糖量较高。


专家认为多吃干果和坚果能增肥

100 克巴西坚果中含有16.4克饱和脂肪，相当于女人每日饱和脂肪酸摄入量的四分之三。一把干果含有65克糖，高于每日糖摄入量的四分之三。成人每日糖的摄入量建议为90克，而100克干果中，如葡萄干中含有多于64克的糖。相比之下，100克Kit Kat 巧克力含糖量为47.8克。在新年之际下决心节食减肥者增加，科学家告诫大家要注意饱和脂肪和糖的摄入量。

英国健康专家分析了四种最常见的坚果的成分，其结果分别如下：

花生是维生素B、维生素E的来源之一，并含有从日常饮食中难以获取的镁、磷、铜、铁和锌等微量元素。瑞士科学家发现花生中有助于提高人体免疫系统的物质———精氨酸。
腰果富含能量所需的铁。42.5克腰果含产生有一名女性每日所需铁的总量的1/15，20个腰果含有一名男性每日所需锌的1/10。
杏仁富含蛋白质、纤维、钙、核黄素、铜、铁、钾和锌，能够有效降低胆固醇水平和减少患心脏疾病的几率。
胡桃富含维生素E和生育酚，可以预防糖尿病。另外，胡桃还含有对身体有益、有助减低胆固醇的不饱和脂肪。

新闻来源：http://zf.39.net/a/2011119/1597566.html","<div><span class=""arrow"">流言</span><span class=""arrow-right""/> 科学家发现吃坚果和干果对于节食减肥者来说不但不能减肥而且有增肥作用。坚果中含有大量不利于健康的饱和脂肪酸，而干果中含糖量较高。<br/>
<br/>
<br/>
专家认为多吃干果和坚果能增肥<br/>
<br/>
100 克巴西坚果中含有16.4克饱和脂肪，相当于女人每日饱和脂肪酸摄入量的四分之三。一把干果含有65克糖，高于每日糖摄入量的四分之三。成人每日糖的摄入量建议为90克，而100克干果中，如葡萄干中含有多于64克的糖。相比之下，100克Kit Kat 巧克力含糖量为47.8克。在新年之际下决心节食减肥者增加，科学家告诫大家要注意饱和脂肪和糖的摄入量。<br/>
<br/>
英国健康专家分析了四种最常见的坚果的成分，其结果分别如下：<br/>
<br/>
花生是维生素B、维生素E的来源之一，并含有从日常饮食中难以获取的镁、磷、铜、铁和锌等微量元素。瑞士科学家发现花生中有助于提高人体免疫系统的物质———精氨酸。<br/>
腰果富含能量所需的铁。42.5克腰果含产生有一名女性每日所需铁的总量的1/15，20个腰果含有一名男性每日所需锌的1/10。<br/>
杏仁富含蛋白质、纤维、钙、核黄素、铜、铁、钾和锌，能够有效降低胆固醇水平和减少患心脏疾病的几率。<br/>
胡桃富含维生素E和生育酚，可以预防糖尿病。另外，胡桃还含有对身体有益、有助减低胆固醇的不饱和脂肪。<br/>
<br/>
新闻来源：<a href=""http://zf.39.net/a/2011119/1597566.html"">http://zf.39.net/a/2011119/1597566.html</a><br/>
</div><div>
		<span>真相</span><span class=""arrow-right""/>坚果的确是热量高而且富含脂肪的食物。不过大多数坚果所含的都是不会堵塞动脉的健康脂肪。可适量食用。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	少量坚果可以成为健康减重计划的一部分。坚果的确是热量高而且富含脂肪的食物。不过，大多数坚果所含的都是不会堵塞动脉的健康脂肪。同时坚果也是蛋白质、膳食纤维和包括镁、铜在内的矿物质的优质来源。<br/>
<br/>
建议： 你可以美美地享用小份的坚果。每0.5盎司（约为15.6克）的混合坚果的热量约为84大卡（约为352千焦）。<br/>
<br/>
<a href=""http://www.guokr.com/article/306917/"">http://www.guokr.com/article/306917/</a>
	</div>",流言百科,坚果有增肥效果，想减肥的人不应该吃坚果,{}
http://liuyan.guokr.com/article/446/,假,在高压电线下拨打手机并不会增加自己被电到的概率,科学技术,2014-05-15,青岛建筑工地的一名男子在高压线下接电话时手机突然爆炸，造成身体烧伤面积达70%。事后，工友猜测是因为靠近高压电线接电话导致了惨剧的发生。,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>青岛建筑工地的一名男子在高压线下接电话时手机突然爆炸，造成身体烧伤面积达70%。事后，工友猜测是因为靠近高压电线接电话导致了惨剧的发生。</div><div>
		<span>真相</span><span class=""arrow-right""/>在高压电线下拨打手机并不会增加自己被电到的概率</div>
	
	<h2>论证</h2>
	<div class=""content"">
	<h2><strong>直接触摸 </strong></h2>
我们日常生活最常接触到的高压线是三相高压交流输电线路。目前高压线缆在城市中大量以“遁地”形式出现，这种线缆是带有绝缘层的。但还有一种架空高压线，为了增加经济性，使用的是裸露的导线，而直接将空气作为绝缘介质。 <br/>
 <br/>
对于有这种架空高压线，发生的很多事故都是由于直接触摸或误闯非绝缘区造成的（也许你们看过触摸电力机车接触网直接致死的外国悲催男视频），因此与高压线路保持安全距离是保命的诀窍。 <br/>
 <br/>
为保证线路和人身安全，国家对高压线缆的架设有详尽的规定，并将高压线缆周围一定距离设置为安全区域。我国《电力安全工作规程》给出了操作人员与通电高压交流线路的安全距离[1]，而高压架空线路规范《110-500高压架空线路设计技术规程》则对国内高压线路架设的实际距离做出了限值要求[2]： <br/>
 <br/>
<img src=""https://2-im.guokr.com/XQc8b8qoBQa5b7P1w4OOaiOBSLLmvFFdB7f_qNN3akA_AgAAYgAAAEpQ.jpg?imageView2/1/w/480/h/81"" style=""max-width: 480px"" data-orig-width=""575"" data-orig-height=""98"" data-hashkey=""XQc8b8qoBQa5b7P1w4OOaiOBSLLmvFFdB7f_qNN3akA_AgAAYgAAAEpQ""/><br/>
<br/>
 <br/>
可以看到，架空线路的距离限值与安全距离相比还有很大余量，小巧玲珑的手机只有十几厘米，拿着手机还不如举起手对缩短距离的贡献大，由于手机金属外壳和内部电路的导电性而触高压电的情况并不会发生。不过，在高压线下放置或者搬运长的金属物体（如铁管、铁棒）时，应始终保持物体水平放置，不能指向高压线，以免跨越安全距离引来高压电。 <br/>
 <br/>
<h2><strong>感应电压</strong><strong> </strong></h2>
通电的高压交流线会在周围产生低频的变化电场和磁场，暴露在这个电场和磁场中的导体会感应出电压，但同样因为架空高压线有一定高度，人体作为一个导体，长度有限，实际感应出的电压等级往往很低，在人体能承受的安全范围内，所以不会造成触电的伤害。对于比较长，比较大的导体，通常会在导体上连接一根地线，将电流引向大地，使导体保持与大地等电位，避免触电的危险。 <br/>
 <br/>
<h2><strong>无线电波 </strong></h2>
不过和其他物体不同的是，手机在使用的时候会向外发送无线电波。会不会是手机发出的信号主动把高压电 “勾引”下来呢？ <br/>
 <br/>
首先，手机信号使用的无线电波频率为1GHz,2GHz左右，而高压电线产生的电场和磁场的频率是50-60Hz,两者相距很大，手机的天线不具备接收高压电辐射出的能量的能力。 <br/>
 <br/>
其次，可能有人会怀疑，手机发出的电磁波会不会让头顶上的空气发生电离，增加空气的导电性，给高压电建一个“绿色通道”呢？这也不会发生，原因除了一部手机的无线电波能量太低外，手机本身使用的电磁波波段电离空气的能力太弱了。一般来说，电磁波的频率越高，电离作用就越强。频率很高的宇宙射线（10 20 Hz左右或更高）对空气有很强的电离作用，10 15 Hz左右的太阳紫外线也可以使空气电离产生臭氧。相比之下，手机无线电波的频率（1GHz~2GHz）太低了，在电离空气方面，它连个打酱油的都算不上。 <br/>
 <br/>
 <br/>
<h4><strong>参考资料：</strong><strong> </strong></h4>
[1] <a href=""http://www.docin.com/p-222671118.html"">国家电网公司电力安全工作规程(变电部分)</a> <br/>
[2] 110-500高压架空线路设计技术规程 <br/>
内容来源： <a href=""http://www.guokr.com/article/64169/"">高压电线下不能打手机吗？</a>谣言粉碎机，果壳网谣言粉碎机<br/>
 
	</div>",流言百科,高压电线下不能打手机，否则可能会被电击,{}
http://liuyan.guokr.com/article/854/,假,“纯天然”或者“草本”的减肥产品并不一定安全。,医学健康,2013-07-20,,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/></div><div>
		<span>真相</span><span class=""arrow-right""/>“纯天然”或者“草本”的减肥产品并不一定安全。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	那些打着“纯天然”或者“草本”旗号的减肥产品并不一定安全。这些产品通常都没有用科学的检验方法证明其安全性或有效性。比如，含有麻黄的草药产品（目前美国政府已经禁止这类产品销售）就造成了严重的健康问题，甚至有致人死亡的案例。声称不含麻黄的新产品并不一定毫无安全隐患，因为这些产品可能会含有与麻黄类似的成分。<br/>
建议： 使用任何减肥产品之前，一定要向专业的医疗服务人员咨询。有些纯天然减肥产品或草药减肥产品可能会对人体造成伤害。<br/>
<br/>
（以上内容引自果壳网谣言粉碎机文章<a href=""http://www.guokr.com/article/306917/"">《有关减肥与营养的那些流言，你了解多少？》</a>）
	</div>",流言百科,天然的、草本的减肥产品是安全有效的,{}
http://liuyan.guokr.com/article/853/,假,并不存在能“燃烧脂肪”的食物。,医学健康,2013-07-20,,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/></div><div>
		<span>真相</span><span class=""arrow-right""/>并不存在能“燃烧脂肪”的食物。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	没有什么食物能燃烧脂肪。一些含咖啡因的食物可能会暂时性地提高代谢（也就是人体消耗能量或卡路里的途径）速度，但是，这些食物不能使体重减轻。<br/>
建议： 减重的最佳方法就是减少卡路里摄入，同时加强运动。<br/>
<br/>
（以上内容引自果壳网谣言粉碎机文章<a href=""http://liuyan.guokr.com/article/853/%E2%80%8Bhttp:/www.guokr.com/article/306917/"">《有关减肥与营养的那些流言，你了解多少？》</a>）<br/>

	</div>",流言百科,西柚、芹菜、卷心菜汤等食物有燃脂功效，从而能达到减重目的,{}
http://liuyan.guokr.com/article/850/,假,碘酒或者苹果并不能用来评估化妆品的抗氧化能力。,医学健康,2013-07-20,在美容网站和杂志上，我们经常会看到各种化妆品评测，比如说抗氧化能力测试。 最常见的方法是使用苹果或者碘酒。苹果测试则是这样的：苹果对半切开，把待评测产品涂在切面上，苹果变黄慢则说明产品抗氧化性好。碘酒则是显得更专业的升级版本：碘酒加入水中，配成淡棕色的碘酒水溶液，然后将一小勺产品加入碘酒水溶液中，很快碘酒水溶液淡棕色褪去。褪色越快，产品抗氧化能力越好。,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>在美容网站和杂志上，我们经常会看到各种化妆品评测，比如说抗氧化能力测试。 最常见的方法是使用苹果或者碘酒。苹果测试则是这样的：苹果对半切开，把待评测产品涂在切面上，苹果变黄慢则说明产品抗氧化性好。碘酒则是显得更专业的升级版本：碘酒加入水中，配成淡棕色的碘酒水溶液，然后将一小勺产品加入碘酒水溶液中，很快碘酒水溶液淡棕色褪去。褪色越快，产品抗氧化能力越好。</div><div>
		<span>真相</span><span class=""arrow-right""/>碘酒或者苹果并不能用来评估化妆品的抗氧化能力。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	化妆品行业中最早所指的“抗氧化”是指通过抗氧化剂来保持料体的稳定性。例如，很多植物油含有不饱和的双键，会被氧气氧化而酸败变质；很多活性成分，如维A醇等，在有氧气的条件下不稳定，也需要抗氧化剂来稳定活性。常用的抗氧化剂包括亚硫酸钠，BHT（Butylated hydroxytoluene , 2,6-二叔丁基-4-甲基苯酚）等等。<br/>
<br/>
随着化妆品行业的发展， “皮肤需要抗氧化”的概念被引入了。人们将食品及医药行业中的抗氧化剂加入到化妆品中通过外用来增强皮肤的抗氧化能力，希望达到更好的美白，抗老化能力。这源于与衰老相关的自由基理论。自由基学说的创始人哈曼（Harman）认为衰老与体内氧自由基过多和(或)清除能力下降密切相关，自由基直接决定人体的健康及衰老。人体清除自由基的能力也就是抗氧化能力。同时，年龄越大，人体抗氧化能力就越低。<br/>
<br/>
自由基是指游离存在的，带有不成对电子的分子、原子或离子。自由基的种类是相当多的，与人体衰老有关的氧自由基主要包括以下5类[1]：<br/>
<img src=""https://3-im.guokr.com/gkimage/oo/51/t5/oo51t5.png"" style=""max-width: 480px""/><br/>
氧自由基的分类与特点<br/>
<br/>
鉴于过量自由基对人体的危害，如何清除这些自由基就很重要了。这些清除自由基的物质就称之为抗氧化剂。人体抗氧化剂有多种，比如维生素E．维生素C、酚类化合物(黄酮、单宁等),辅酶Q10,硫辛酸等等。随着老龄化社会的到来，可以说，化妆品中行业中对抗氧化性也来越重视。<br/>
<br/>
<strong>苹果评测抗氧化力</strong><br/>
苹果中含有重要的抗氧化剂——多酚[1]。多酚被氧化后会变色。但是苹果并不能用于测化妆品抗氧化能力，因为：<br/>
<br/>
首先，并不是所有的抗氧化剂都能让多酚不变色。产品中的抗氧化剂以及苹果中的多酚这两种抗氧化剂它们两个，哪一个的还原性更强，哪一个就先跟氧气反应。并且，活性比苹果多酚的弱或强，并不能表现它在人体皮肤上真正的抗氧化能力的强弱。一种没能阻止多酚变色的抗氧化剂，仍然有可能在皮肤上发挥作用。<br/>
<br/>
其次，实验中测试的是多酚与氧气结合的能力，而不是自由基。前文提到过，对皮肤有伤害的自由基有多种，氧气只能算它们的起源。真正需要直接对抗避免氧气的，是化妆品料体中那些保护易被氧化的成分，比如植物油等成分的物质。而人体需要的抗氧化性能，更多的是要考虑到如何清除对人体有害的自由基。<br/>
<br/>
<br/>
实际测试：<br/>
<img src=""https://1-im.guokr.com/gkimage/p0/bg/p0/p0bgp0.png"" style=""max-width: 480px""/><br/>
测试前，对半切开的苹果<br/>
<br/>
<img src=""https://3-im.guokr.com/gkimage/3z/uu/hw/3zuuhw.png"" style=""max-width: 480px""/><br/>
<br/>
七个小时后，空白组(没有添加任何成分)的苹果，已经变黑。右边两个半边苹果，由于添加了保湿剂或隔绝空气的矿油，变黑不明显<br/>
<br/>
不属于抗氧化成分的甘油和矿油也能延缓苹果的变黑，这说明“用苹果检测化妆品抗氧化能力”是不可靠的。<br/>
<br/>
<strong>碘酒评测抗氧化力</strong><br/>
将几滴棕红色的碘酒滴于水中，溶液为淡棕色，这是碘( I 2 )的颜色。然后，将少量化妆品料体加入到水中，可以看到碘酒溶液的淡棕色很快褪去，因为料体中的还原剂将碘单质还原成了无色的碘离子。<br/>
<br/>
在这个氧化还原反应中，料体中只需提供还原剂就可以了。确实，一些抗氧化剂可以作为还原剂参与反应，比如笔者曾在实验室中用过非常少量抗坏血酸磷酸酯钠(水溶性VC衍生物，用于抗氧化和美白)就将碘酒水溶液轻易还原为无色透明溶液。<br/>
<br/>
<img src=""https://3-im.guokr.com/gkimage/ea/r3/j7/ear3j7.png"" style=""max-width: 480px""/><br/>
将碘酒滴到化妆棉上，也能完成这个“测试”，道理相同<br/>
<br/>
但是这个实验至少存在如下三个错误或不严谨之处：<br/>
<br/>
不靠谱之一：氧化还原反应不能代表自由基清除的抗氧化能力<br/>
<br/>
化妆品中抗氧化剂应该起着自由基接受体的作用，因此要模拟抗氧化能力，理所当然的需要提供自由基，但在碘酒实验中，没有一种物质能够提供前文所说的五种自由基中的任何一种。用碘充当自由基，这是偷换概念。<br/>
<br/>
不靠谱之二：只考虑水溶性成分，没有考虑油溶性成分<br/>
<br/>
很多抗氧化剂是油溶性的，比如大家比较熟悉的维E醋酸酯。在碘酒实验的环境下，油溶性成分并没有机会与水进行充分发生反应。因此，即使此实验能用于检测抗氧化剂(虽然不靠谱之一错误1这一条就足以说明其不科学性)，也无法显示众多油溶性抗氧化剂的作用。<br/>
<br/>
不靠谱之三：没有考虑其它成分能影响颜色<br/>
<br/>
除了还原剂外，另外一些成分比如三乙醇胺、一些乳化剂等，也会慢慢使碘酒变色。而更有意思的是，化妆品中添加的变性淀粉(用于增稠或肤感调节)，还能使碘酒溶液变为淡蓝色。所以变色来评价众多成分组成的化妆品体系是有问题的。<br/>
<br/>
碘酒实验中被还原的不是自由基、忽略了油溶性抗氧化成分，且有可能被其他成分干扰，因此用它测试产品的抗氧化能力，是极度不靠谱的。<br/>
<br/>
<strong>化妆品行业检测抗氧化力的正规方法</strong><br/>
化妆品行业中常用的方法有很多，如使用邻苯三酚自氧化法测定清除超氧阴离子能力[3]、水杨酸法测定清除羟基自由基能力[4]、DPPH法测定清除DPPH自由基能力[5]等等。除了化学分析方法外，还有一些基于细胞的抗氧化测试方法，通过使用皮肤相关细胞或红细胞的抗氧化性能来检测抗氧化效果。在人的活体上测试的方法更可靠，因此有使用提取角质层细胞来测定使用产品前后皮肤进行对比来进行抗氧化能力的方法[6]。最靠谱的还是临床测试，用各种手段评估使用抗氧化产品的最终效果。<br/>
<br/>
<br/>
参考资料：<br/>
[1]Veronique Jay etc. New Active Ingredient for Aging Prevention [J].Cosmetics &amp; Toiletries, 1998,113:71-77<br/>
[2]傅琼颍，乐国伟等 不同品种苹果中多酚含量及其抗氧化活性研究 [J].安徽农业科学, 2011, 39(33):20562-20564<br/>
[3]郭雪峰，岳永德，汤锋等.用清除超氧阴离子自由基评价竹叶提取物的抗氧化能力[J].光谱学与光谱分析.2008,8,28(8):1823-1826<br/>
[4] 陈纯馨，陈忻，刘爱文等．绞股蓝抗自由基成分的提取和性能测定[J]．食品科学．2008，11(9)：239．241．<br/>
[5] NIKOLAOS NENADIS，MARIA TSIMIDOU Observations on the estimation of scavenging activity of phenolic compounds using rapid 1,1-diphenyl-w-picrylhydrazyl(DPPH.)tests[J] JAOCS，2002，79(12):1191-1195<br/>
[6] Paola Ziosi, Elena Besco, Silvia Vertuani. etc,. A non-invasive method for thein vivo determination of skin antioxidant capacity Skin Research and Technology 2006; 12: 303–308<br/>
<br/>
<br/>
（以上内容引自果壳网谣言粉碎机文章<a href=""http://www.guokr.com/article/303772/"">《自测化妆品的抗氧化能力，靠谱吗？》</a>）<br/>
<br/>

	</div>",流言百科,苹果和碘酒可以检测化妆品的抗氧化能力,{}
http://liuyan.guokr.com/article/286/,论,有些人因为自身的遗传因素，对流感抵抗能力较强，加上及早开始治疗所以很快康复了。,医学健康,2013-07-21,江苏省卫生厅通报，一位轻症女患者按照普通感冒的流程治疗很快便康复了，因症状发现得比较早，治疗及时。,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>江苏省卫生厅通报，一位轻症女患者按照普通感冒的流程治疗很快便康复了，因症状发现得比较早，治疗及时。</div><div>
		<span>真相</span><span class=""arrow-right""/>有些人因为自身的遗传因素，对流感抵抗能力较强，加上及早开始治疗所以很快康复了。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	有一些人由于本身的遗传因素，其对于特定病原体可能具有较强的抵抗能力，或者对于特定治疗方法更为敏感。<br/>
虽然现有的认识并不能告诉我们确定的机制，却能够让我们理解为什么有一些人感染了H7N9不会出现严重的症状，有一些人容易被治愈。<br/>
<br/>
当然，事情并不总是好的，也有一些人会由于本身的遗传因素，导致其更容易患上一些疾病。<br/>
<br/>

	</div>",流言百科,H7N9禽流感当普通感冒治也能治好,{}
http://liuyan.guokr.com/article/290/,假,这是错的，H7N9是低致病性禽流感，因为禽类感染后症状较轻。,医学健康,2013-07-21,和H5N1型相同，H7N9也是高致病性禽流感,"<div><span class=""arrow"">流言</span><span class=""arrow-right""/>和H5N1型相同，H7N9也是高致病性禽流感</div><div>
		<span>真相</span><span class=""arrow-right""/>这是错的，H7N9是低致病性禽流感，因为禽类感染后症状较轻。</div>
	
	<h2>论证</h2>
	<div class=""content"">
	从流感病毒角度来讲，以下两个因素比较重要：<br/>
<br/>
1.流感病毒血凝素HA裂解位点含有碱性氨基酸的数量。低致病性的病毒，如H1，H2和H3型人流感病毒的HA裂解位点只含有1个单独的碱性氨基酸。对于H5和H7型禽流感病毒，低致病性的病毒，其HA裂解位点一般仅含有1或2个碱性氨基酸；而高致病性H5和H7型病毒，其HA则往往含有4个以上的碱性氨基酸。<br/>
<br/>
2. 流感病毒感染人体的部位。对于人流感病毒（H1，H2和H3型），由于它们的受体主要在人的上呼吸道。这使得病毒容易感染人体，但往往仅引起症状较轻的上呼吸道炎症；而现有的资料表明，H7N9禽流感病毒在感染人体后，主要影响下呼吸道甚至肺深部的细胞，会造成较为严重的肺部炎症，是病人出现重症和死亡的主要原因。<br/>
<br/>
然而，判断一个流感病毒的致病性，不能仅仅依靠理论上的认识去下结论，还需要综合流行病学资料和实验室研究资料进行综合分析。<br/>
<br/>
<a href=""http://www.guokr.com/question/455416/"">http://www.guokr.com/question/455416/</a>
	</div>",流言百科,H7N9是高致病性禽流感,{}
