url,ans,author,avatar,date,descrip,detail,platform,points,result,source,title,type,category
https://vp.fact.qq.com/article?id=d3dcf7a7aa26a7c74d0124b2fbd10b45,"鱼腥草是原产于东南部和东南部东北亚国家开花的植物，这个植物在传统医学的体系中有着悠久的应用历史，据记载，鱼腥草有清热解毒的功效，可用于治疗肺痈吐脓、痰热喘咳、热淋、热痢、痈肿疮毒等症。
部分研究也表明，鱼腥草具有抗病毒、抗菌、抗炎、解热等效果，在抗病毒方面，一些体外研究发现鱼腥草对多种病毒，比如单纯疱疹病毒1型（HSV），甲型流感病毒，人类免疫缺陷病毒和重症病毒急性呼吸综合征病毒（SARS-CoV）有抑制作用。所以，在很多宣传有抗病毒作用的药物组方中可见鱼腥草的影子。
但是，就目前的公开报道的研究来看，鱼腥草的抗病毒作用主要还是停留在体外实验。体外实验通常就是在体外通过96孔板培养病毒液，然后加入鱼腥草提取物，看看病毒的死亡率。这种检验药物有效性的方式，是非常开放粗糙的。实际应用到人体会是完全另外一番景象，这也是为什么药物上市一定要经过临床实验研究。
总体上来看，鱼腥草的抗病毒作用还有待研究，抗新型冠状病毒那就更遥远了。而且鱼腥草当食物吃有一定肾毒性，用鱼腥草注射液，过敏反应发生率高，建议大家不要用这个植物来治疗和预防疾病。",药理学硕士，知贝儿科药师,https://jiaozhen-70111.picnjc.qpic.cn/ec8b371318f79ea4e121e42da9b34c9c?imageView2/2/w/300/h/300,2020/2/17,鱼腥草（折耳十根）对冠状病毒有治疗效果吗？——来自较真用户@道之道提问,"流行说法：鱼腥草（折耳十根）对冠状病毒有治疗效果吗？——来自较真用户@道之道提问较真鉴定：
            假伪科学
        
        查证要点：
        
            
                1部分研究表明，鱼腥草具有抗病毒、抗菌、抗炎、解热等效果。但是，就目前的公开报道的研究来看，鱼腥草的抗病毒作用主要还是停留在体外实验。体外实验通常就是在体外通过96孔板培养病毒液，然后加入鱼腥草提取物，看看病毒的死亡率。这种检验药物有效性的方式，是非常开放粗糙的。实际应用到人体会是完全另外一番景象，这也是为什么药物上市一定要经过临床实验研究。
                2总体上来看，鱼腥草的抗病毒作用还有待研究，抗新型冠状病毒那就更遥远了。而且鱼腥草当食物吃有一定肾毒性，用鱼腥草注射液，过敏反应发生率高，建议大家不要用。
            
        
        查证者：谢望时药理学硕士，知贝儿科药师
        
            时间 : 2020-02-17
            来源 : 腾讯较真
            查看原文
        鱼腥草是原产于东南部和东南部东北亚国家开花的植物，这个植物在传统医学的体系中有着悠久的应用历史，据记载，鱼腥草有清热解毒的功效，可用于治疗肺痈吐脓、痰热喘咳、热淋、热痢、痈肿疮毒等症。
部分研究也表明，鱼腥草具有抗病毒、抗菌、抗炎、解热等效果，在抗病毒方面，一些体外研究发现鱼腥草对多种病毒，比如单纯疱疹病毒1型（HSV），甲型流感病毒，人类免疫缺陷病毒和重症病毒急性呼吸综合征病毒（SARS-CoV）有抑制作用。所以，在很多宣传有抗病毒作用的药物组方中可见鱼腥草的影子。
但是，就目前的公开报道的研究来看，鱼腥草的抗病毒作用主要还是停留在体外实验。体外实验通常就是在体外通过96孔板培养病毒液，然后加入鱼腥草提取物，看看病毒的死亡率。这种检验药物有效性的方式，是非常开放粗糙的。实际应用到人体会是完全另外一番景象，这也是为什么药物上市一定要经过临床实验研究。
总体上来看，鱼腥草的抗病毒作用还有待研究，抗新型冠状病毒那就更遥远了。而且鱼腥草当食物吃有一定肾毒性，用鱼腥草注射液，过敏反应发生率高，建议大家不要用这个植物来治疗和预防疾病。",腾讯较真,"1部分研究表明，鱼腥草具有抗病毒、抗菌、抗炎、解热等效果。但是，就目前的公开报道的研究来看，鱼腥草的抗病毒作用主要还是停留在体外实验。体外实验通常就是在体外通过96孔板培养病毒液，然后加入鱼腥草提取物，看看病毒的死亡率。这种检验药物有效性的方式，是非常开放粗糙的。实际应用到人体会是完全另外一番景象，这也是为什么药物上市一定要经过临床实验研究。
                2总体上来看，鱼腥草的抗病毒作用还有待研究，抗新型冠状病毒那就更遥远了。而且鱼腥草当食物吃有一定肾毒性，用鱼腥草注射液，过敏反应发生率高，建议大家不要用。",假,"谢望时,药理学硕士，知贝儿科药师",鱼腥草可以预防和治疗新型冠状病毒肺炎,伪科学,{}
https://vp.fact.qq.com/article?id=b62b33d74db2104114324422c7dbc8aa,,美国普渡大学农业与生物系食品工程专业博士,https://jiaozhen-70111.picnjc.qpic.cn/hxVUtGUAosUAqFnQd9SBGN?imageView2/2/w/300/h/300,2020/2/17,据说灵芝被推荐为防治新型冠状病毒感染的营养补充剂是否是真的？有无官方依据？——来自较真用户@暖cake订制提问,"流行说法：据说灵芝被推荐为防治新型冠状病毒感染的营养补充剂是否是真的？有无官方依据？——来自较真用户@暖cake订制提问较真鉴定：
            疑尚无定论
        
        查证要点：
        
            
                目前只是基于一些初步的细胞实验和动物实验进行的演绎，没有真正的科学证据显示灵芝对新冠病毒有作用。
            
        
        查证者：云无心美国普渡大学农业与生物系食品工程专业博士
        
            时间 : 2020-02-17
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,目前只是基于一些初步的细胞实验和动物实验进行的演绎，没有真正的科学证据显示灵芝对新冠病毒有作用。,疑,"云无心,美国普渡大学农业与生物系食品工程专业博士",灵芝可以预防新型冠状病毒,尚无定论,{}
https://vp.fact.qq.com/article?id=4914be9ca2fa4d9814f49244756e6822,,美国普渡大学农业与生物系食品工程专业博士,https://jiaozhen-70111.picnjc.qpic.cn/jS4N8yAiZqAJ46FkoDPdHc?imageView2/2/w/300/h/300,2020/2/17,不要吃淡水鱼！ 说是：钟南山提醒：很多地方有厕所搭在鱼塘上或者在鱼塘洗便桶的习惯，现在已经确认粪口传播病毒了！请帮忙确认。,"流行说法：不要吃淡水鱼！ 说是：钟南山提醒：很多地方有厕所搭在鱼塘上或者在鱼塘洗便桶的习惯，现在已经确认粪口传播病毒了！请帮忙确认。较真鉴定：
            假谣言
        
        查证要点：
        
            
                1最近在感染者粪便中分离出了活体新冠病毒，为“新冠病毒可能通过粪口途径传播”提供了新的证据，不过还不能完全确定可以通过消化道途径实现人传人。正如钟南山院士提醒“要高度警惕粪口传播的问题，在湖北、江西等部分地方，确实有使用便桶的习惯，还在鱼塘里清洗，确实需引起防控”，是说这些途径有可能让病毒传播开来，而不是说“不能吃淡水鱼”。
                2存在粪口传播的寄生虫和病菌很多（比如蛔虫），如果因为“可能存在粪口传播”就不吃了，那么不仅淡水鱼，还有很多食物都不能吃了，水也不能喝了。正确的理解是注意个人卫生，避免接触粪便，彻底熟食。
            
        
        查证者：云无心美国普渡大学农业与生物系食品工程专业博士
        
            时间 : 2020-02-17
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,"1最近在感染者粪便中分离出了活体新冠病毒，为“新冠病毒可能通过粪口途径传播”提供了新的证据，不过还不能完全确定可以通过消化道途径实现人传人。正如钟南山院士提醒“要高度警惕粪口传播的问题，在湖北、江西等部分地方，确实有使用便桶的习惯，还在鱼塘里清洗，确实需引起防控”，是说这些途径有可能让病毒传播开来，而不是说“不能吃淡水鱼”。
                2存在粪口传播的寄生虫和病菌很多（比如蛔虫），如果因为“可能存在粪口传播”就不吃了，那么不仅淡水鱼，还有很多食物都不能吃了，水也不能喝了。正确的理解是注意个人卫生，避免接触粪便，彻底熟食。",假,"云无心,美国普渡大学农业与生物系食品工程专业博士",别吃淡水鱼！确认粪口传播，很多地方在鱼塘洗便桶,谣言,{}
https://vp.fact.qq.com/article?id=6d847e5e3fe44da443cf1d7310a7df99,,卓正医疗医生,https://jiaozhen-70111.picnjc.qpic.cn/5adbfb4f6c2553bc0186c2dd79d44f0a?imageView2/2/w/300/h/300,2020/2/16,"❗️❗️❗️❗️❗️❗️今日提醒，不要带孩子出来玩雪，
因为雪会把漂浮在空中的病毒带下来，记住别带孩子玩雪️️️️️继续在家待着！新型冠状病毒?怕热不怕冷!","流行说法：❗️❗️❗️❗️❗️❗️今日提醒，不要带孩子出来玩雪，
因为雪会把漂浮在空中的病毒带下来，记住别带孩子玩雪️️️️️继续在家待着！新型冠状病毒?怕热不怕冷!较真鉴定：
            假谣言
        
        查证要点：
        
            
                1病人咳嗽和喷嚏的飞沫通常会在数分钟后落下，不会长时间漂浮在空气中。因此不用担心雪会把空气中漂浮的病毒带下来。
                2体外的病毒和细菌通常会在数分钟至数小时（多数在24小时以内）失去感染人的能力。如果是低温环境，往往持续时间更长。雪地里是可以有病毒和细菌存在的，但玩雪不会比不玩雪有明显更高的感染风险。
                3不管玩不玩雪，同样需要注意手部卫生。玩耍时避免手接触口眼鼻，玩耍后要洗手。
            
        
        查证者：钟乐 李晓宁 程莉 汤勃卓正医疗医生
        
            时间 : 2020-02-16
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,"1病人咳嗽和喷嚏的飞沫通常会在数分钟后落下，不会长时间漂浮在空气中。因此不用担心雪会把空气中漂浮的病毒带下来。
                2体外的病毒和细菌通常会在数分钟至数小时（多数在24小时以内）失去感染人的能力。如果是低温环境，往往持续时间更长。雪地里是可以有病毒和细菌存在的，但玩雪不会比不玩雪有明显更高的感染风险。
                3不管玩不玩雪，同样需要注意手部卫生。玩耍时避免手接触口眼鼻，玩耍后要洗手。",假,"钟乐 李晓宁 程莉 汤勃,卓正医疗医生",下雪天不要玩雪，会感染新型冠状病毒,谣言,{}
https://vp.fact.qq.com/article?id=f8abf1676e86ae9a7e78f99362c120ac,,腾讯新闻旗下专业事实查证平台,https://p.qpic.cn/jiaozhen/0/c7fe9c2d26b6c443c1e890df357a6fc4/0?imageView2/2/w/300/h/300,2020/2/16,抖音里都在传2月17日凌时起全国高速公路所有车辆免费通行，是否属实？——来自较真用户@美好的一天的提问。,"流行说法：抖音里都在传2月17日凌时起全国高速公路所有车辆免费通行，是否属实？——来自较真用户@美好的一天的提问。较真鉴定：
            真确有此事
        
        查证要点：
        
            
                据中华人民共和国交通部，经国务院同意，决定在新冠肺炎疫情防控期间，免收全国收费公路车辆通行费。免收通行费的时间范围从2020年2月17日0时起，至疫情防控工作结束。具体截止时间另行通知(开放式收费高速公路和普通公路以车辆通过收费站收费车道的时间为准，联网收费高速公路以车辆驶离出口收费车道的时间为准)。免收通行费的车辆范围为依法通行收费公路的所有车辆。
            
        
        查证者：较真团队腾讯新闻旗下专业事实查证平台
        
            时间 : 2020-02-16
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,据中华人民共和国交通部，经国务院同意，决定在新冠肺炎疫情防控期间，免收全国收费公路车辆通行费。免收通行费的时间范围从2020年2月17日0时起，至疫情防控工作结束。具体截止时间另行通知(开放式收费高速公路和普通公路以车辆通过收费站收费车道的时间为准，联网收费高速公路以车辆驶离出口收费车道的时间为准)。免收通行费的车辆范围为依法通行收费公路的所有车辆。,真,"较真团队,腾讯新闻旗下专业事实查证平台",2月17日起至疫情防控结束全国高速所有车免费通行,确有此事,{}
https://vp.fact.qq.com/article?id=1fd2877abc4026daa06eb9157218f29a,,综合类大型城市日报,https://p.qpic.cn/jiaozhen/0/a7198cb85b5310bd8d5e7a88dfaf7fb0/0?imageView2/2/w/300/h/300,2020/2/16,大家都看过那个令人揪心的视频，一个姑娘在医院门口追着殡葬车哭喊“妈妈”。如今这个姑娘也去世了，这是真的吗？,"流行说法：大家都看过那个令人揪心的视频，一个姑娘在医院门口追着殡葬车哭喊“妈妈”。如今这个姑娘也去世了，这是真的吗？较真鉴定：
            假谣言
        
        查证要点：
        
            
                记者采访到当时视频的拍摄者，拍摄者称今日联系过女孩，其和父亲在居家隔离，目前状态还行。希望这位姑娘和她的家人平安！
            
        
        查证者：新京报综合类大型城市日报
        
            时间 : 2020-02-16
            来源 : 新京报我们视频
            查看原文
        ",腾讯较真,记者采访到当时视频的拍摄者，拍摄者称今日联系过女孩，其和父亲在居家隔离，目前状态还行。希望这位姑娘和她的家人平安！,假,"新京报,综合类大型城市日报",“追殡葬车哭着喊妈妈”的女孩去世了,谣言,{}
https://vp.fact.qq.com/article?id=aa9851bacbb24a4e8b3cee11c02c26bf,"一、造谣的人逮着一个2015年的网页上没有黄燕玲的照片和简介就开黑，然后爆料给了某境外自媒体
在武汉病毒研究所一个学科组信息平台上，有一个“诊断微生物学科组”的网页。记录显示，该网页是2015年建成，但是之后几乎没有维护。在网页上的研究生一栏里，列着从2008年到2013年的11位硕士研究生和博士研究生。唯独黄燕玲没有简介和照片，所以，流言传播者称，黄燕玲就是“零号病人”，在她出事之后，武汉病毒研究所抹去了她的信息，这是“做贼心虚”。



图注：流言所指的网页截图，为了保护网页中研究人员的隐私，较真团队对网页上的照片和名字做了模糊处理
而后，就有爆料者把黄燕玲的身份信息和网页发给了一个境外自媒体，后者又于2月13日在youtube上进行了所谓的“爆料”和播报，直接说“三体P6实验室的女主角好像出现了，武汉病毒研究所2012级女硕士研究生黄燕玲”。
之后，黄燕玲是“零号病人”的消息便“出口转内销”，越传越猛烈，越传越玄乎。
二、然而，黄燕玲研究方向不是冠状病毒，在2015年毕业后就离开了武汉病毒研究所，16年开始在四川工作，目前身体安康，被卷入流言实在太无辜
武汉病毒研究所2月16日发布了官方辟谣，“黄燕玲同学于2015年在我所毕业获得硕士学位，在学期间的研究内容为噬菌体裂解酶的功能及抗菌广谱性，毕业后一直在其他省份工作生活，未曾回过武汉，未曾被2019新型冠状病毒感染，身体健康。”


图注：武汉病毒研究所的辟谣声明
而我们也确实可以在万方数据库上查询到黄燕玲2015年的硕士毕业论文，题为：《噬菌体裂解酶PlySs2细胞壁结合功能域的鉴定与应用研究》。由此可见，黄燕玲的研究方向和冠状病毒相隔甚远。



图注：黄燕玲的硕士毕业论文
而在今天下午，成都商报也采访到了黄燕玲所在的一家四川生物公司的部门负责人。其回应表示，黄燕玲于2016年通过社招进入公司，从事生物技术工作。“她在正常上下班，身体没有任何状况，公司每天都在测体温”。
三、黄燕玲本人很困扰，本就是躺枪，谁有权力让无辜的人出来举着身份证自证“我没死”
除了武汉病毒研究所的官方辟谣外，黄燕玲的导师、同学也都纷纷帮她辟谣。可是，依然有人不相信。他们甚至翻出来她的导师和学组同学的一张所谓“18年新年合影”，然后把其中一个女生画上了黄燕玲的名字，而已经有微博网友表示，这个女生是16级的，根本不是黄燕玲。
不信者的理由是，既然黄燕玲活得好好的，她自己怎么不出来举着身份证录段视频澄清一下呢？为什么那个网页上就是没有她的信息呢？这真是强盗逻辑。犹如一个人走在路上好好的，突然对面来了一群人说，你偷了我的钱，你要证明没有偷，你就必须让我搜身。请问这到底是谁有问题？而按照这个逻辑，即使黄燕玲出来澄清，也有人会说这是假的黄燕玲，谁知道身份证是不是伪造的呢？
实际上，黄燕玲本人在同学群里已经做过澄清。而她所在公司的部分负责人则这么说——“她只是个躺枪的人，看到各种谣言，她很心烦，压力也很大，不太想说话。她不知道为什么，这样的谣言会落在自己身上。目前，公司已经建议她报警。不要奇怪研究所为什么没有黄燕玲的照片，而是造谣者发现网页上正好有个没有照片的人，就直接利用了。”
试问，假如武汉病毒研究所要删除黄燕玲的资料，为何不连名字等等信息一起删除，而只删一个照片呢？
合理推测，黄燕玲当时就没给网页的建设者照片或者照片被搞丢了，那个网页又被弃用了，后来也没有人追究这件事，这个可能性要大多了。也确实有自称是黄燕玲朋友的人对外表示，她非常地低调。
请阴谋论和流言传播者放过黄燕玲吧，就因为一个网页上缺了张照片，一个女生就这样被卷入了风口浪尖，被侵犯隐私，被人拿着放大镜各种怀疑，这真是最荒唐的谣言之一了。",腾讯新闻旗下专业事实查证平台,https://jiaozhen-70111.picnjc.qpic.cn/e6n1NXgYZyWWQDDhKzc6uj?imageView2/2/w/300/h/300,2020/2/16,2月15日，一则关于“中国科学院武汉病毒研究所一名女研究生黄燕玲是新冠病毒肺炎零号病人”的消息在网络流传。,"流行说法：2月15日，一则关于“中国科学院武汉病毒研究所一名女研究生黄燕玲是新冠病毒肺炎零号病人”的消息在网络流传。较真鉴定：
            假谣言
        
        查证要点：
        
            
                1黄燕玲2015年毕业后就离开了武汉病毒研究所，2016年开始在四川工作，目前健康平安。武汉病毒研究所和她所在的公司部门负责人均已回应。
                2不要奇怪研究所为什么没有黄燕玲的照片，而是造谣者发现网页上正好有个没有照片的人，就直接利用了。
                3请阴谋论和流言传播者放过黄燕玲吧，就因为一个网页上缺了张照片，一个女生就这样被卷入了风口浪尖，被侵犯隐私，被人拿着放大镜各种怀疑，这真是最荒唐的谣言之一了。
            
        
        查证者：较真团队腾讯新闻旗下专业事实查证平台
        
            时间 : 2020-02-16
            来源 : 腾讯较真
            查看原文
        一、造谣的人逮着一个2015年的网页上没有黄燕玲的照片和简介就开黑，然后爆料给了某境外自媒体
在武汉病毒研究所一个学科组信息平台上，有一个“诊断微生物学科组”的网页。记录显示，该网页是2015年建成，但是之后几乎没有维护。在网页上的研究生一栏里，列着从2008年到2013年的11位硕士研究生和博士研究生。唯独黄燕玲没有简介和照片，所以，流言传播者称，黄燕玲就是“零号病人”，在她出事之后，武汉病毒研究所抹去了她的信息，这是“做贼心虚”。



图注：流言所指的网页截图，为了保护网页中研究人员的隐私，较真团队对网页上的照片和名字做了模糊处理
而后，就有爆料者把黄燕玲的身份信息和网页发给了一个境外自媒体，后者又于2月13日在youtube上进行了所谓的“爆料”和播报，直接说“三体P6实验室的女主角好像出现了，武汉病毒研究所2012级女硕士研究生黄燕玲”。
之后，黄燕玲是“零号病人”的消息便“出口转内销”，越传越猛烈，越传越玄乎。
二、然而，黄燕玲研究方向不是冠状病毒，在2015年毕业后就离开了武汉病毒研究所，16年开始在四川工作，目前身体安康，被卷入流言实在太无辜
武汉病毒研究所2月16日发布了官方辟谣，“黄燕玲同学于2015年在我所毕业获得硕士学位，在学期间的研究内容为噬菌体裂解酶的功能及抗菌广谱性，毕业后一直在其他省份工作生活，未曾回过武汉，未曾被2019新型冠状病毒感染，身体健康。”


图注：武汉病毒研究所的辟谣声明
而我们也确实可以在万方数据库上查询到黄燕玲2015年的硕士毕业论文，题为：《噬菌体裂解酶PlySs2细胞壁结合功能域的鉴定与应用研究》。由此可见，黄燕玲的研究方向和冠状病毒相隔甚远。



图注：黄燕玲的硕士毕业论文
而在今天下午，成都商报也采访到了黄燕玲所在的一家四川生物公司的部门负责人。其回应表示，黄燕玲于2016年通过社招进入公司，从事生物技术工作。“她在正常上下班，身体没有任何状况，公司每天都在测体温”。
三、黄燕玲本人很困扰，本就是躺枪，谁有权力让无辜的人出来举着身份证自证“我没死”
除了武汉病毒研究所的官方辟谣外，黄燕玲的导师、同学也都纷纷帮她辟谣。可是，依然有人不相信。他们甚至翻出来她的导师和学组同学的一张所谓“18年新年合影”，然后把其中一个女生画上了黄燕玲的名字，而已经有微博网友表示，这个女生是16级的，根本不是黄燕玲。
不信者的理由是，既然黄燕玲活得好好的，她自己怎么不出来举着身份证录段视频澄清一下呢？为什么那个网页上就是没有她的信息呢？这真是强盗逻辑。犹如一个人走在路上好好的，突然对面来了一群人说，你偷了我的钱，你要证明没有偷，你就必须让我搜身。请问这到底是谁有问题？而按照这个逻辑，即使黄燕玲出来澄清，也有人会说这是假的黄燕玲，谁知道身份证是不是伪造的呢？
实际上，黄燕玲本人在同学群里已经做过澄清。而她所在公司的部分负责人则这么说——“她只是个躺枪的人，看到各种谣言，她很心烦，压力也很大，不太想说话。她不知道为什么，这样的谣言会落在自己身上。目前，公司已经建议她报警。不要奇怪研究所为什么没有黄燕玲的照片，而是造谣者发现网页上正好有个没有照片的人，就直接利用了。”
试问，假如武汉病毒研究所要删除黄燕玲的资料，为何不连名字等等信息一起删除，而只删一个照片呢？
合理推测，黄燕玲当时就没给网页的建设者照片或者照片被搞丢了，那个网页又被弃用了，后来也没有人追究这件事，这个可能性要大多了。也确实有自称是黄燕玲朋友的人对外表示，她非常地低调。
请阴谋论和流言传播者放过黄燕玲吧，就因为一个网页上缺了张照片，一个女生就这样被卷入了风口浪尖，被侵犯隐私，被人拿着放大镜各种怀疑，这真是最荒唐的谣言之一了。",腾讯较真,"1黄燕玲2015年毕业后就离开了武汉病毒研究所，2016年开始在四川工作，目前健康平安。武汉病毒研究所和她所在的公司部门负责人均已回应。
                2不要奇怪研究所为什么没有黄燕玲的照片，而是造谣者发现网页上正好有个没有照片的人，就直接利用了。
                3请阴谋论和流言传播者放过黄燕玲吧，就因为一个网页上缺了张照片，一个女生就这样被卷入了风口浪尖，被侵犯隐私，被人拿着放大镜各种怀疑，这真是最荒唐的谣言之一了。",假,"较真团队,腾讯新闻旗下专业事实查证平台",武汉病毒所女研究生黄燕玲是新冠肺炎零号病人,谣言,{}
https://vp.fact.qq.com/article?id=e8c8ebcd0f8d55abea6249b79a340796,,美国普渡大学农业与生物系食品工程专业博士,https://p.qpic.cn/jiaozhen/0/eac581e61731a9b49c5cfbcd5a6e9984/0?imageView2/2/w/300/h/300,2020/2/16,台湾三立新闻： 生物研究所副教授说，目前冠状病毒并没有特效药，而燕窝可以刺激B细胞活化，最近研究显示，燕窝对于这个抗病毒，提升免疫系统都有显著作用存在？真的吗？——来自较真用户@冰清~洁雨的提问。,"流行说法：台湾三立新闻： 生物研究所副教授说，目前冠状病毒并没有特效药，而燕窝可以刺激B细胞活化，最近研究显示，燕窝对于这个抗病毒，提升免疫系统都有显著作用存在？真的吗？——来自较真用户@冰清~洁雨的提问。较真鉴定：
            假伪科学
        
        查证要点：
        
            
                1“燕窝它是水解的”是一个莫名其妙的说法。在燕窝爱好者中流传着“燕窝中存在一种促有丝分裂原，能够促进B细胞生成”的说法。即便不考虑这一说法的科学证据是否充分，“促进B细胞生成”跟“抗病毒”“提高免疫”并不是一回事。在医学上能够刺激b细胞增多的物质很多，但依然没有找到防治新冠病毒的药物。
                2目前并没有任何可信的科学证据显示燕窝能够“抗病毒”“提升免疫系统”。如果有人这么宣称，那他需要把“最近研究”的数据拿出来，才能判断是真是假。在他拿出公开发表的科学论文，或者可信的实验数据之前，科学逻辑可以判断为“假”。
            
        
        查证者：云无心美国普渡大学农业与生物系食品工程专业博士
        
            时间 : 2020-02-16
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,"1“燕窝它是水解的”是一个莫名其妙的说法。在燕窝爱好者中流传着“燕窝中存在一种促有丝分裂原，能够促进B细胞生成”的说法。即便不考虑这一说法的科学证据是否充分，“促进B细胞生成”跟“抗病毒”“提高免疫”并不是一回事。在医学上能够刺激b细胞增多的物质很多，但依然没有找到防治新冠病毒的药物。
                2目前并没有任何可信的科学证据显示燕窝能够“抗病毒”“提升免疫系统”。如果有人这么宣称，那他需要把“最近研究”的数据拿出来，才能判断是真是假。在他拿出公开发表的科学论文，或者可信的实验数据之前，科学逻辑可以判断为“假”。",假,"云无心,美国普渡大学农业与生物系食品工程专业博士",燕窝可以提升免疫系统，预防新型冠状病毒,伪科学,{}
https://vp.fact.qq.com/article?id=4d1088b9327bd6a2514b5d322b6a9417,"对于上述内容，红星新闻记者向成都市教育局求证了解到，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。

根据2月16日四川省教育厅关于开学时间问题的解答，根据当前疫情发展形势，全省各级各类学校（高校、中小学、中职学校、幼儿园、校外培训机构）2020年2月底前暂不开学。具体开学时间将视疫情防控情况，经科学评估后确定，届时提前向社会公布。
不仅仅是成都，红星新闻记者还在网上搜索到多地教育部门都对该张截图进行过辟谣：



",成都传媒集团旗下新媒体平台,https://jiaozhen-70111.picnjc.qpic.cn/hUaSMXFGJRFnDG9mKwiMg?imageView2/2/w/300/h/300,2020/2/16,近日，一张网络截图在成都各个家长群不断流传，截图内容为“疫情防控期间学校开学工作安排情况汇报”“根据省政府2月6日《公告》精神，原则上学校将于3月2日开学”“1、高三年级、初三年级于3月2日开学；高中高一、高二年级、初中初一、初二年级延迟一周开学；小学高年级（四五六年级）延迟2周开学”……,"流行说法：近日，一张网络截图在成都各个家长群不断流传，截图内容为“疫情防控期间学校开学工作安排情况汇报”“根据省政府2月6日《公告》精神，原则上学校将于3月2日开学”“1、高三年级、初三年级于3月2日开学；高中高一、高二年级、初中初一、初二年级延迟一周开学；小学高年级（四五六年级）延迟2周开学”……较真鉴定：
            假谣言
        
        查证要点：
        
            
                1对于上述内容，红星新闻记者向成都市教育局求证了解到，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。
                2不仅仅是成都，红星新闻记者还在网上搜索到福州市教育局、宁波市教育局都对该张截图进行过辟谣。
            
        
        查证者：红星新闻成都传媒集团旗下新媒体平台
        
            时间 : 2020-02-16
            来源 : 红星新闻
            查看原文
        对于上述内容，红星新闻记者向成都市教育局求证了解到，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。

根据2月16日四川省教育厅关于开学时间问题的解答，根据当前疫情发展形势，全省各级各类学校（高校、中小学、中职学校、幼儿园、校外培训机构）2020年2月底前暂不开学。具体开学时间将视疫情防控情况，经科学评估后确定，届时提前向社会公布。
不仅仅是成都，红星新闻记者还在网上搜索到多地教育部门都对该张截图进行过辟谣：



",腾讯较真,"1对于上述内容，红星新闻记者向成都市教育局求证了解到，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。
                2不仅仅是成都，红星新闻记者还在网上搜索到福州市教育局、宁波市教育局都对该张截图进行过辟谣。",假,"红星新闻,成都传媒集团旗下新媒体平台",成都、宁波、福州等地学校将于3月2日开学,谣言,{}
https://vp.fact.qq.com/article?id=fefe1ff41fd277a7296a7d774b303a7e,,美国普渡大学农业与生物系食品工程专业博士,https://p.qpic.cn/jiaozhen/0/1ea8ca9f92a9c55dd9a9da5e1c63937e/0?imageView2/2/w/300/h/300,2020/2/16,这次新型冠状肺炎病毒并不耐热，在溫度26-27度的环境下就会被杀死，所以要多饮用热水防止病毒，只要人体保持热能，多吃点姜，多做运动，就不会感染病毒。如果有发高烧的症状，就盖被子，喝姜汤，让体内的热能提高，无需注射疫苗。多吃姜，蒜头辣椒，胡椒粉都可以解决；少吃甜酸咸苦，不需喝太多水，别去寒冷天气的地区。病毒只要经太阳暴晒就会完全消失。,"流行说法：这次新型冠状肺炎病毒并不耐热，在溫度26-27度的环境下就会被杀死，所以要多饮用热水防止病毒，只要人体保持热能，多吃点姜，多做运动，就不会感染病毒。如果有发高烧的症状，就盖被子，喝姜汤，让体内的热能提高，无需注射疫苗。多吃姜，蒜头辣椒，胡椒粉都可以解决；少吃甜酸咸苦，不需喝太多水，别去寒冷天气的地区。病毒只要经太阳暴晒就会完全消失。较真鉴定：
            假谣言
        
        查证要点：
        
            
                新冠病毒对热敏感，但并不是在26-27度的环境下就能被杀死，而是需要在56℃、30分钟的条件下才能有效灭活病毒。人体内的温度在37度左右，如果26—27度就能杀死病毒，那么感染在体内根本不能存活。喝热水、喝姜汤、盖被子、晒太阳，也都达不到杀灭病毒的温度。
            
        
        查证者：云无心美国普渡大学农业与生物系食品工程专业博士
        
            时间 : 2020-02-16
            来源 : 腾讯较真
            查看原文
        ",腾讯较真,新冠病毒对热敏感，但并不是在26-27度的环境下就能被杀死，而是需要在56℃、30分钟的条件下才能有效灭活病毒。人体内的温度在37度左右，如果26—27度就能杀死病毒，那么感染在体内根本不能存活。喝热水、喝姜汤、盖被子、晒太阳，也都达不到杀灭病毒的温度。,假,"云无心,美国普渡大学农业与生物系食品工程专业博士",多喝热水姜汤、运动、盖被子、晒太阳能预防新冠病毒,谣言,{}
