url,ans,date,descrip,pic_url,points,source,title,top,type,platform
https://www.toutiao.com/i6789452070417072652,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息： 顺丰2月3日起停止揽收全国各地的快件，后期根据情况恢复揽件，时间另行通知。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>顺丰快递在官方微博回应称 ：顺丰小哥一直在线，有需求请直接拨打95338，请朋友们切勿信谣传谣。</li></ul><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/pgc-image/df5c015f50e84713beced12a80535f9f"" img_width=""600"" img_height=""770"" alt=""谣言：顺丰将全国停止揽收"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>辟谣来源： 第一财经</strong></p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789219256442552840/"" target=""_blank"">顺丰将全国停止揽收？官方辟谣：一直在线</a></p>",2020-02-04,网传消息： 顺丰2月3日起停止揽收全国各地的快件，后期根据情况恢复揽件，时间另行通知。,https://p3.pstatp.com/list/dfic-imagehandler/96bf0670-0fbc-4e6a-8440-eff4cd92b5d3,<li>顺丰快递在官方微博回应称 ：顺丰小哥一直在线，有需求请直接拨打95338，请朋友们切勿信谣传谣。</li>,,顺丰将全国停止揽收,1,谣言,今日头条
https://www.toutiao.com/i6789118209346765324,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：东城市场有2例感染疫病毒，还送进了中心医院。</p></blockquote><p class=""""><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/39c121da6b5640729e8a85d13d61fb19"" img_width=""640"" img_height=""1053"" alt=""谣言：东莞东城市场出现2例感染病例"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">谣言截图</p></div><p><br/></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>2月2日，微信群转发东城市场疑似出现2例感染病例相关信息，东城街道迅速核查。经查明，东莞东城市场未发生微信群所指的感染病例情况，经营秩序正常。</li></ul><ul class=""bullet1""><li>东城市场有关负责人表示，没有发生上述情况，已向警方报案。</li></ul><p><strong>辟谣来源：</strong>东莞时间网</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789005577210036743/"" target=""_blank"">关于网传东城市场出现感染病例的情况说明</a></p>",2020-02-03,网传消息：东城市场有2例感染疫病毒，还送进了中心医院。,https://p3.pstatp.com/list/dfic-imagehandler/d8b910c5-0816-418a-ae0f-c3e0ab083548,<li>2月2日，微信群转发东城市场疑似出现2例感染病例相关信息，东城街道迅速核查。经查明，东莞东城市场未发生微信群所指的感染病例情况，经营秩序正常。</li>,权威解读：,东莞东城市场出现2例感染病例,0,谣言,今日头条
https://www.toutiao.com/i6789116517339365900,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：1月31日，有网民在微信群发布视频、语音称寻乌县医院有一从武汉返寻的人员，发烧达40℃；还有网友称某村还有一从留车镇来的人，也是武汉返寻人员，已被警察带走了。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>记者从县人民医院了解到，目前该院没有收治发烧40℃的武汉返寻患者。另据调查了解，该“留车镇来的”当事人姓谢，1月19日曾驾车到武汉出差，1月23日从南昌驾车回到寻乌，1月25日回留车老家过年，后回到某村其哥哥住所中。1月30日，谢某主动打电话要求检查身体。当日下午17时左右，经该县人民医院发热门诊检查，谢某体温36℃，血常规正常，收住在院隔离观察。</li></ul><p><strong>辟谣来源：</strong>客家新闻网</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788446357083390478/"" target=""_blank"">网传有高烧40度疫区人员返寻乌系谣言</a></p>",2020-02-03,网传消息：1月31日，有网民在微信群发布视频、语音称寻乌县医院有一从武汉返寻的人员，发烧达40℃；还有网友称某村还有一从留车镇来的人，也是武汉返寻人员，已被警察带走了。,https://p3.pstatp.com/list/dfic-imagehandler/e7d10305-1092-40fd-8dfe-d942887451af,<li>记者从县人民医院了解到，目前该院没有收治发烧40℃的武汉返寻患者。另据调查了解，该“留车镇来的”当事人姓谢，1月19日曾驾车到武汉出差，1月23日从南昌驾车回到寻乌，1月25日回留车老家过年，后回到某村其哥哥住所中。1月30日，谢某主动打电话要求检查身体。当日下午17时左右，经该县人民医院发热门诊检查，谢某体温36℃，血常规正常，收住在院隔离观察。</li>,客家新闻网,有高烧40度疫区人员返回寻乌县,0,谣言,今日头条
https://www.toutiao.com/i6789495264592790029,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：近日，有人通过社交媒体转发、散布兰州将会大面积停水、水质出现问题等信息。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>兰州城市供水（集团）有限公司在官网发布声明，兰州城市供水水质稳定达标，管网运行正常，没有任何停水计划，供水设施运行平稳可靠，如有突发抢修等需要停水，将第一时间通知用户。</li></ul><div class=""pgc-img""><img src=""http://p9.pstatp.com/large/pgc-image/10c197bc1bb841d995b03e26d3b63c24"" img_width=""745"" img_height=""698"" alt=""谣言：兰州出现大面积停水和水质问题"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>辟谣来源：</strong>兰州发布</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789390254768914959/"" target=""_blank"">兰州城市供水(集团)有限公司声明</a></p>",2020-02-04,网传消息：近日，有人通过社交媒体转发、散布兰州将会大面积停水、水质出现问题等信息。,https://p3.pstatp.com/list/dfic-imagehandler/0e33f21d-63f1-4733-a54d-c3db58cd70ff,<li>兰州城市供水（集团）有限公司在官网发布声明，兰州城市供水水质稳定达标，管网运行正常，没有任何停水计划，供水设施运行平稳可靠，如有突发抢修等需要停水，将第一时间通知用户。</li>,,兰州出现大面积停水和水质问题,0,谣言,今日头条
https://www.toutiao.com/i6789151865528386060,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：网上流传着一则央视的视频，说话者是中国疾控中心流行病学首席专家吴尊友，他对着镜头说：“我们可以想象，根据新型冠状病毒它的传播效力，现在不只是一个武汉，全国有好几个武汉，那么我们观察的确诊人数不是今天报告的7700多例，而是好几万，甚至十几万，几十万的病例。”</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p9.pstatp.com/large/pgc-image/f1e2bf74217c4e0f9a92bbb0db21eab5"" img_width=""640"" img_height=""711"" alt=""谣言：央视视频报道全国确诊几十万病例"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""""><li>白岩松采访吴尊友的完整视频是这样说的：“如果23日没有采取这样的措施，后来全国没有采取更强烈的措施的话，我们可以想象，根据新型冠状病毒它的传播效力，现在不只是一个武汉，全国有好几个武汉，那么我们观察的确诊人数不是今天报告的7700多例，而是好几万，甚至十几万，几十万的病例。”</li></ul><p><strong>辟谣来源：</strong>环球时报总编胡锡进</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788487280311927308/"" target=""_blank"">有人裁剪专家采访编出几十万病例</a></p>",2020-02-04,网传消息：网上流传着一则央视的视频，说话者是中国疾控中心流行病学首席专家吴尊友，他对着镜头说：“我们可以想象，根据新型冠状病毒它的传播效力，现在不只是一个武汉，全国有好几个武汉，那么我们观察的确诊人数不是今天报告的7700多例，而是好几万，甚至十几万，几十万的病例。”,https://p3.pstatp.com/list/dfic-imagehandler/e559c049-6dae-4b11-94b4-1ad38d253dbc,<li>白岩松采访吴尊友的完整视频是这样说的：“如果23日没有采取这样的措施，后来全国没有采取更强烈的措施的话，我们可以想象，根据新型冠状病毒它的传播效力，现在不只是一个武汉，全国有好几个武汉，那么我们观察的确诊人数不是今天报告的7700多例，而是好几万，甚至十几万，几十万的病例。”</li>,,央视视频报道全国确诊几十万病例,1,谣言,今日头条
https://www.toutiao.com/i6789561504531218952,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：今天有消息称，周边部队开始集结，各连锁酒店全部被政府征用，如果10号疫情不好转，解放军进城全面接管， 每天的菜解放军按你家人口按需配给送你家里，封户。消息提示让居民早些准备。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/dfic-imagehandler/697ad719-8503-45ef-9277-7b7fdcd485ec"" img_width=""447"" img_height=""516"" alt=""谣言：解放军将全面接管武汉市"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">谣言图片</p></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>湖北日报全媒记者先后向省军区、空降兵驻卾部队、武警湖北总队等多方核实，此消息系谣言，请大家勿信勿传。</li></ul><p><strong>辟谣来源：</strong>湖北日报</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789536632392385038/"" target=""_blank"">辟谣！周边部队开始集结、解放军进城全面接管系谣言</a></p>",2020-02-04,网传消息：今天有消息称，周边部队开始集结，各连锁酒店全部被政府征用，如果10号疫情不好转，解放军进城全面接管， 每天的菜解放军按你家人口按需配给送你家里，封户。消息提示让居民早些准备。,https://p3.pstatp.com/list/dfic-imagehandler/076fcc7f-00cc-4df7-8448-01dc152dbe9d,<li>湖北日报全媒记者先后向省军区、空降兵驻卾部队、武警湖北总队等多方核实，此消息系谣言，请大家勿信勿传。</li>,,解放军将全面接管武汉市,0,谣言,今日头条
https://www.toutiao.com/i6789503840669401604,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：近日，潮州市潮安区某酒店发现新型冠状病毒感染者，有网民在网上发布该酒店多名入住旅客涉黄，致其及家人被要求接受医学监测的信息。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/6a02d314ce9b495fb9cac672dbcf365b"" img_width=""540"" img_height=""471"" alt=""谣言：潮州市某酒店入住旅客涉黄，其家人接受医学监测"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>潮州市警方开展核查，并于2月3日将造谣者吴某，散布谣言者廖某、黄某等3人抓获。经查，吴某等人交代为吸引网民关注，编造散布虚假信息的违法事实。目前，3名违法人员均被行政处罚。</li></ul><p><strong>辟谣来源：</strong>大洋网</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789391496878490119/"" target=""_blank"">吴某等3人网上编造散布涉疫情虚假信息被查处</a></p>",2020-02-04,网传消息：近日，潮州市潮安区某酒店发现新型冠状病毒感染者，有网民在网上发布该酒店多名入住旅客涉黄，致其及家人被要求接受医学监测的信息。,https://p3.pstatp.com/list/dfic-imagehandler/ab9c7ee8-8943-4d75-aa16-2b04d52227a5,<li>潮州市警方开展核查，并于2月3日将造谣者吴某，散布谣言者廖某、黄某等3人抓获。经查，吴某等人交代为吸引网民关注，编造散布虚假信息的违法事实。目前，3名违法人员均被行政处罚。</li>,,潮州市某酒店入住旅客涉黄，其家人接受医学监测,0,谣言,今日头条
https://www.toutiao.com/i6789480082097308167,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：日前，太仓本地及周边地区微信朋友圈内流传一张文字截图，文中称“刚刚邰小斌下班回来说，太仓板桥高速路口两辆大巴车70个湖北人跳高速路口的栅栏逃了。现在整个太仓板桥封了一级戒严。千万别出门你们。”</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/c693a42ab9374766b64c56f98ee11426"" img_width=""690"" img_height=""390"" alt=""谣言：70个湖北人跳高速路口栅栏逃了"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>经太仓市公安局会同昆山警方调查，该信息系邰某(男，38岁，昆山蓬朗人)与家人闲聊时胡乱编造的，意图是提醒家人疫情期间不要外出，后被其亲戚截图后转发到微信群，引起大范围转发，造成不良社会影响。现警方已对该案件作进一步调查处理。</li></ul><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/97bc57f741df418d90a681cd16776346"" img_width=""690"" img_height=""1644"" alt=""谣言：70个湖北人跳高速路口栅栏逃了"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>辟谣来源：</strong>苏州新闻网</p><p><strong>相关链接:</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789254516324696591/"" target=""_blank"">70个湖北人跳高速路口栅栏逃了？造谣！</a></p>",2020-02-04,网传消息：日前，太仓本地及周边地区微信朋友圈内流传一张文字截图，文中称“刚刚邰小斌下班回来说，太仓板桥高速路口两辆大巴车70个湖北人跳高速路口的栅栏逃了。现在整个太仓板桥封了一级戒严。千万别出门你们。”,https://p3.pstatp.com/list/dfic-imagehandler/2952a61a-75c1-4165-a0d2-3cce7834eee7,<li>经太仓市公安局会同昆山警方调查，该信息系邰某(男，38岁，昆山蓬朗人)与家人闲聊时胡乱编造的，意图是提醒家人疫情期间不要外出，后被其亲戚截图后转发到微信群，引起大范围转发，造成不良社会影响。现警方已对该案件作进一步调查处理。</li>,,70个湖北人跳高速路口栅栏逃了,0,谣言,今日头条
https://www.toutiao.com/i6789483197047505416,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息:今日一则内容为诏安县市场监督管理局将关停餐饮店与外卖平台的通告，在互联网上传播。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><br/></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/3c166553d7dc4959ae5811ec5296d451"" img_width=""406"" img_height=""562"" alt=""谣言：诏安县市场监督管理局通告关停餐饮店与外卖平台"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>诏安县对此作出回应：今天一则内容为关停餐饮店与外卖平台的假通告在互联网上传播。现特此澄清，诏安县市场监督管理局并未发布此通告！请大家切勿造谣、信谣、传谣！一切以诏安县应对新型冠状病毒感染的肺炎疫情工作领导小组发布的官方消息为准！</li></ul><p><strong>辟谣来源：</strong>漳州生活</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789140684516360718/"" target=""_blank"">诏安县市场监督管理局不曾发布过此通告！</a></p>",2020-02-04,网传消息:今日一则内容为诏安县市场监督管理局将关停餐饮店与外卖平台的通告，在互联网上传播。,https://p3.pstatp.com/list/dfic-imagehandler/48598f28-8719-4d68-a4e8-7b0a1b30e932,<li>诏安县对此作出回应：今天一则内容为关停餐饮店与外卖平台的假通告在互联网上传播。现特此澄清，诏安县市场监督管理局并未发布此通告！请大家切勿造谣、信谣、传谣！一切以诏安县应对新型冠状病毒感染的肺炎疫情工作领导小组发布的官方消息为准！</li>,权威解读：,诏安县市场监督管理局通告关停餐饮店与外卖平台,0,谣言,今日头条
https://www.toutiao.com/i6789502351683092995,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：在微信群里流传一条有关新型冠状病毒感染的肺炎疫情视频，并称“金阳世纪城的武汉大学生已经发病，整栋楼隔离，大家注意点。”</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/0be6dd6165924a72bf859c311575079b"" img_width=""640"" img_height=""895"" alt=""谣言：贵阳市金阳世纪城的武汉大学生发病，整栋楼隔离"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>网民王某兰近日在微信群发布有关新型冠状病毒感染的肺炎疫情视频，并称“金阳世纪城的武汉大学生已经发病，整栋楼隔离，大家注意点”， 经核实，该视频地点与其配注文字不符，视频发生详细地点位于重庆市渝中区。南明警方将王某兰抓获后，王某兰承认是散布虚假谣言，警方对其行政拘留。</li></ul><p><strong>辟谣来源：</strong>贵安新区报</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6789415785937764864"" target=""_blank"">散布疫情谣言，贵阳4人被拘！</a></p>",2020-02-04,网传消息：在微信群里流传一条有关新型冠状病毒感染的肺炎疫情视频，并称“金阳世纪城的武汉大学生已经发病，整栋楼隔离，大家注意点。”,https://p3.pstatp.com/list/dfic-imagehandler/f4200e83-d52a-4674-94a9-276bb7def464,<li>网民王某兰近日在微信群发布有关新型冠状病毒感染的肺炎疫情视频，并称“金阳世纪城的武汉大学生已经发病，整栋楼隔离，大家注意点”， 经核实，该视频地点与其配注文字不符，视频发生详细地点位于重庆市渝中区。南明警方将王某兰抓获后，王某兰承认是散布虚假谣言，警方对其行政拘留。</li>,,贵阳市金阳世纪城的武汉大学生发病，整栋楼隔离,0,谣言,今日头条
