url,ans,date,descrip,pic_url,platform,points,result,source,title,type,...
https://www.toutiao.com/i6788346669537690120,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：1月25日20时44分许，邢台沙河市一名男子拨打110报警称：“我是一名从武汉回来的人员，现在感冒发烧，你们有人管没有？”接警人员询问其姓名、住址，其拒不提供真实信息，并辱骂接警人员。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>接警后，民警很快锁定了该男子的身份、地点。经查，该男子系册井乡功德汪村村民冀某刚（男，38岁），其并未去过武汉，也未有发烧症状，系酒后虚假报警滋事。目前，冀某刚因涉嫌酒后滋事被册井派出所行政拘留。</li></ul><p><strong>辟谣来源：</strong>人民日报</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788040406752821767/"" target=""_blank"">酒后报警造谣，邢台多人被处罚</a></p>",2020-02-01,网传消息：1月25日20时44分许，邢台沙河市一名男子拨打110报警称：“我是一名从武汉回来的人员，现在感冒发烧，你们有人管没有？”接警人员询问其姓名、住址，其拒不提供真实信息，并辱骂接警人员。,https://p3.pstatp.com/list/dfic-imagehandler/1ceefc0b-052e-463f-b3a8-58a619c60613,今日头条,<li>接警后，民警很快锁定了该男子的身份、地点。经查，该男子系册井乡功德汪村村民冀某刚（男，38岁），其并未去过武汉，也未有发烧症状，系酒后虚假报警滋事。目前，冀某刚因涉嫌酒后滋事被册井派出所行政拘留。</li>,假,人民日报,邢台某男子报警称武汉归来人员，现感冒发烧,谣言,{}
https://www.toutiao.com/i6788348842975691267,"<blockquote class=""article-blockquote-first""><p>网传消息：集贤县网民在微信群内发布信息称：“致广大司机朋友们 广大出租车司机朋友们，由于新型冠状病毒扩散严重，经市委市政府研究决定：出租车暂停营运，自2020年1月30日中午12:00开始停运，解除时间另行通知。如发现私自出车者，将给予吊销营运资格处罚，各车队队长用对讲机通知车队所有成员。为了您和他人的身体健康，望广大司机朋友积极配合。双鸭山道路运输管理站。”</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/pgc-image/2025433ca61641c8b5654a463f23af80"" img_width=""718"" img_height=""404"" alt=""谣言：双鸭山出租车停运"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">谣言截图</p></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>1月31日，双鸭山市网安部门日常巡查中发现这一情况。15时许，双鸭山警方将涉案人员马某依法传唤到案，马某对其散布谣言的违法事实供认不讳。目前公安机关已对散布谣言违法行为人马某依法行政拘留十日并处罚款500元。</li></ul><p><strong>辟谣来源：</strong>双鸭山网警巡查执法</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788283747625075208/"" target=""_blank"">造谣出租车停运，双鸭山一网名被行拘</a></p>",2020-02-01,网传消息：集贤县网民在微信群内发布信息称：“致广大司机朋友们 广大出租车司机朋友们，由于新型冠状病毒扩散严重，经市委市政府研究决定：出租车暂停营运，自2020年1月30日中午12:00开始停运，解除时间另行通知。如发现私自出车者，将给予吊销营运资格处罚，各车队队长用对讲机通知车队所有成员。为了您和他人的身体健康，望广大司机朋友积极配合。双鸭山道路运输管理站。”,https://p3.pstatp.com/list/dfic-imagehandler/880b3fc7-674b-4081-a3f0-99057373a95c,今日头条,<li>1月31日，双鸭山市网安部门日常巡查中发现这一情况。15时许，双鸭山警方将涉案人员马某依法传唤到案，马某对其散布谣言的违法事实供认不讳。目前公安机关已对散布谣言违法行为人马某依法行政拘留十日并处罚款500元。</li>,假,,双鸭山出租车停运,谣言,{}
https://www.toutiao.com/i6788339265806795277,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：日前，一则“西门农贸市场关闭”的消息，在微信群、朋友圈流传。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>经区国资公司证实，该传言不实。</li></ul><ul class=""bullet1""><li>实际情况是，根据疫情防控新形势和市场人流情况，1月31日起，西门农贸市场等市场服务公司下属各国有农贸市场将防控举措全面升级。</li></ul><ul class=""bullet1""><li>一方面各市场根据实际情况，关闭侧门或其他大门，<strong>只留一个大门或通道，加强对人员进出的管控，集中力量开展体温测量、宣传教育、口罩劝导等工作。</strong>另一方面，各市场全面对进入市场购物的消费者进行测量体温，对体温异常的人员及时阻止进入市场，并登记、上报有关信息；并对未佩戴口罩的消费者阻止其进入市场内购物。</li></ul><ul class=""bullet1""><li>另外，香悦奥府市场加强与属地社区的联系，试点开展微信群订菜、送菜进小区活动，目前该项活动即日起正在努力推广中。</li></ul><p><strong>辟谣来源：</strong>杭州网</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788287762417058318/"" target=""_blank"">网传“萧山西门农贸市场关闭”消息不实</a></p>",2020-02-01,网传消息：日前，一则“西门农贸市场关闭”的消息，在微信群、朋友圈流传。,https://p3.pstatp.com/list/dfic-imagehandler/72cbf948-69d5-4670-ad30-21416a19e006,今日头条,<li>经区国资公司证实，该传言不实。</li>,假,,萧山西门农贸市场关闭,谣言,{}
https://www.toutiao.com/i6788283353213698571,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：中成药“双黄连口服液”可抑制新型冠状病毒。</p></blockquote><p><strong>鉴定结果：有争议</strong></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/4d4617c9505f4f89aafc5de3d6c4bb07"" img_width=""592"" img_height=""290"" alt=""有争议：双黄连可抑制新型冠状病毒"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><p>· 没有足够的公开数据能证明双黄连口服液在人体中“可抑制新型冠状病毒”。</p><p>·双黄连过去有大量的不良反应证据。</p><p>·2月1日，“人民日报”微博也澄清：运用中医中药，脱离辩证论治都是不准确的！</p><p><strong>辟谣来源：丁香医生</strong></p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788280247553884685/"" target=""_blank"">https://www.toutiao.com/a6788280247553884685/</a></p><hr/><p><strong>延伸阅读：</strong></p><p>“双黄连口服液可抑制新型冠状病毒”，这消息一出，网友疯狂抢购，双黄连口服液也很快卖断货。究竟吃双黄连口服液能不能预防新型冠状病毒？丁香医生是这么说的：</p><p><br/></p><p><strong>1.“抑制”不是“预防”</strong></p><p>“抑制”指的是：通过药物来控制病毒复制的各个环节，来达到控制病情的效果。</p><p>你要是身体里没有病毒，就没有东西可以被“抑制”；如果身体里有病毒可以被“抑制”，那就证明：你已经被感染了。都感染了，你还“预防”什么？总不能去“抑制”一个不存在的东西吧……</p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/174f8c50bce24735b522e00083124602"" img_width=""1000"" img_height=""667"" alt=""有争议：双黄连可抑制新型冠状病毒"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">图片来源：站酷海洛创意</p></div><p><strong>2.“可抑制病毒”是啥？缺乏临床研究数据</strong></p><p>想要证明一种药物真实有效，至少要这几步：第一步，动物实验；第二步，一期临床试验；第三步，二期临床试验；第四步，三期临床试验。</p><p>一般来说，完成前两步，才能证明“安全”；完成后两步，才能证明“有效”。</p><p>而在所谓“双黄连口服液可抑制新冠病毒”新闻的最后，有这样一句话：“目前，双黄连口服液已在上海公共卫生临床中心、华中科技大学附属同济医院开展临床研究。”</p><p>丁香医生敲黑板了，请问现在是“第几步”？</p><p>答案是：开始做临床试验。</p><p>目前，没有足够的公开数据能证明它在人体中“可抑制新型冠状病毒”。</p><p><br/></p><p><strong>3.双黄连过去有大量的不良反应证据</strong></p><p>有人说：不管那么多，吃了总比不吃好，万一有用呢？</p><p>但你有没有想过：万一有害呢？</p><p>2013～2014 年国家药品不良反应监测年度报告显示，双黄连合剂（口服液、颗粒、胶囊、片）在中成药口服制剂中不良反应中名列前茅，发挥稳定！</p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/b2a752a46178492eb85c0b751d04eb27"" img_width=""1080"" img_height=""263"" alt=""有争议：双黄连可抑制新型冠状病毒"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">图片来源：国家药品不良反应监测年度报告（2013 年）</p></div><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/66fd41b023ee40a5a2b1b0088fdb01fb"" img_width=""1080"" img_height=""277"" alt=""有争议：双黄连可抑制新型冠状病毒"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">图片来源：国家药品不良反应监测年度报告（2014 年）</p></div><p>双黄连口服液的药品说明书记载：“不良反应”主要是皮肤瘙痒、皮疹等过敏反应，或者是恶心、呕吐、腹痛、腹泻等轻微胃肠道反应。</p><p>从目前的疫情趋势来看，想靠吃双黄连预防病毒？连吃一个月？做好准备一个月瘙痒难耐、上吐下泻了吗？</p><p>回头看看双黄连的广告词：“您勤洗手，您多通风，人多别去凑热闹。家中常备双黄连，流感季节别感冒”。</p><p>去掉这句话中的其中七个字，也是有可取之处的。</p><p><br/></p><p>事实上，2月1日，“人民日报”微博也澄清：运用中医中药，脱离辩证论治都是不准确的！</p><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/pgc-image/dfc880cceece4f62998aa0167158c5f3"" img_width=""800"" img_height=""551"" alt=""有争议：双黄连可抑制新型冠状病毒"" inline=""0""/><p class=""pgc-img-caption""/></div>",2020-02-01,网传消息：中成药“双黄连口服液”可抑制新型冠状病毒。,https://p3.pstatp.com/list/dfic-imagehandler/687f25a8-f7e7-4146-9bf3-0a85a3285d10,今日头条,null,疑,· 没有足够的公开数据能证明双黄连口服液在人体中“可抑制新型冠状病毒”。,双黄连可抑制新型冠状病毒,尚无定论,{}
https://www.toutiao.com/i6788054581445132811,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：近日，一段视频在临沂市群众微信群内传播，视频中男子称新型冠状病毒肺炎可以“通过眼神传播，看一眼就能得病“，”感染上就会死”。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><br/></p><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/pgc-image/9039b6d121464dde90e8d51745a7d2c6"" img_width=""615"" img_height=""867"" alt=""谣言：新型冠状病毒肺炎通过眼神传播、感染就会死"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>31日上午，临沂市公安局网络安全保卫支队官方微博@临沂网警对外发布，近日，一段视频在临沂市群众微信群内传播，视频中男子称新型冠状病毒肺炎可以“通过眼神传播，看一眼就能得病”，”感染上就会死”，夸大疫情传播力，制造恐慌气氛，引发网民关注。</li></ul><ul class=""bullet1""><li>临沂网警接群众举报后，迅速开展行动。经查网民张某某 (男，46岁)酒后为博取他人关注，故意夸大事实，自行编造发布了上述谣言信息。1月27日，兰山警方依法对张某某处以行政拘留5日的行政处罚。</li></ul><p><strong>辟谣来源：</strong>齐鲁网·闪电新闻</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6787952678660997645/"" target=""_blank"">新型冠状病毒肺炎通过眼神传播，假的！</a></p>",2020-02-01,网传消息：近日，一段视频在临沂市群众微信群内传播，视频中男子称新型冠状病毒肺炎可以“通过眼神传播，看一眼就能得病“，”感染上就会死”。,https://p3.pstatp.com/list/dfic-imagehandler/2add9b42-7a55-4dee-9495-4e284be828a0,今日头条,<li>31日上午，临沂市公安局网络安全保卫支队官方微博@临沂网警对外发布，近日，一段视频在临沂市群众微信群内传播，视频中男子称新型冠状病毒肺炎可以“通过眼神传播，看一眼就能得病”，”感染上就会死”，夸大疫情传播力，制造恐慌气氛，引发网民关注。</li>,假,权威解读：,新型冠状病毒肺炎通过眼神传播、感染就会死,谣言,{}
https://www.toutiao.com/i6788009310094885380,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：1月31日，世界卫生组织开会宣布将中国列为“疫区国”，为期三年。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><br/></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/c0e6ad67db8e4281a3304cf34747d8ac"" img_width=""532"" img_height=""498"" alt=""谣言：世卫组织将中国列为“疫区国”，为期三年"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""""><li>当地时间1月30日晚，世卫组织（WHO）在日内瓦宣布：将新型冠状病毒肺炎疫情列为国际关注的突发公共卫生事件（Public Health Emergency of International Concern，简称PHEIC）。</li><li>PHEIC是世卫组织可以发出的最高级别的警报，它不等于“疫区国”。“疫区国”这个说法并不存在。</li><li>世卫组织总干事谭德塞已强调，没有必要采取限制国际人员流动的措施。世卫组织强调不建议实施旅行和贸易限制。网上一些关于“疫区国”的说法是夸大事实，容易引起不必要的恐慌。</li><li>世卫组织（WHO）官网显示，此次“国际关注的突发公共卫生事件”（PHEIC）的决策并不会影响3年，只会持续3个月。</li><li>“PHEIC会让中国经济全盘崩溃，经济倒退20年”没有根据。</li></ul><p><strong>辟谣来源：</strong>上观新闻</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6787935180041486856"" target=""_blank"">WHO将中国划为“疫区国”3年？假的</a></p><p><strong>延申阅读：</strong></p><p><strong>世卫宣布的是PHEIC，不是“疫区国”</strong></p><p>当地时间1月30日晚（北京时间1月31日凌晨），世卫组织（WHO）在日内瓦宣布：将新型冠状病毒肺炎疫情列为国际关注的突发公共卫生事件（Public Health Emergency of International Concern，简称PHEIC）。</p><div class=""pgc-img""><img src=""http://p9.pstatp.com/large/pgc-image/74c367eecdea4154b828ee648ecb1020"" img_width=""440"" img_height=""249"" alt=""谣言：世卫组织将中国列为“疫区国”，为期三年"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">世卫组织新闻发布会</p></div><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/831b05dabb894f618908793852985d2e"" img_width=""1200"" img_height=""918"" alt=""谣言：世卫组织将中国列为“疫区国”，为期三年"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">世界卫生组织正式宣布PHEIC</p></div><p><br/></p><p>“国际关注的突发公共卫生事件”（PHEIC）是世卫组织可以发出的最高级别的警报，它不等于“疫区国”。“疫区国”这个说法并不存在。</p><p>根据《国际卫生条例（2005）》，PHEIC被定义为：通过疾病的国家间传播对其他国家构成公共卫生风险；和可能需要采取协调一致的国籍应对措施。该定义意味着以下情况：“严重，异常或意外；对受灾国国境以外的公共卫生产生影响；并可能需要立即采取国际行动。”</p><p>“国际关注的突发公共卫生事件”（PHEIC）自2009年以来仅宣布过6次，分别为：2009年，甲型H1N1流感；2014年，脊髓灰质炎疫情；2014年，西非埃博拉病毒疫情；2015-2016年，寨卡病毒疫情；2018年，刚果（金）埃博拉疫情（于2019年7月宣布）；2020年，新型冠状病毒疫情。此外，SARS、天花、野生型脊髓灰质炎、所有新亚型人类流感，只要爆发，即可自动生成PHEIC，不需要WHO宣布。</p><p>对于此次“国际关注的突发公共卫生事件”，1月30日晚，世卫组织总干事谭德塞已强调，没有必要采取限制国际人员流动的措施。世卫组织强调不建议实施旅行和贸易限制。网上一些关于“疫区国”的说法是夸大事实，容易引起不必要的恐慌。</p><p>世卫组织（WHO）官网显示，此次“国际关注的突发公共卫生事件”（PHEIC）的决策并不会影响3年，只会持续3个月，之后就要对所在地进行重新评估。如果3个月后我们控制住了疫情，可以解除PHEIC。“3年”之说，是假的。</p><p><br/></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/d993ea220bc64a0a8b058a51c836fca7"" img_width=""1089"" img_height=""732"" alt=""谣言：世卫组织将中国列为“疫区国”，为期三年"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">世界卫生组织官网截图</p></div><p><strong>“PHEIC会让中国经济全盘崩溃，经济倒退20年”没有根据</strong></p><p>的确，PHEIC会让中国经济受到影响。但中国是全球第二大经济体，也是“世界工厂”，中国经济势必会影响全球经济。中国进出口如受影响，也会导致很多与中国贸易往来的国家遭受损失。如果中国陷入经济危机，会牵连世界经济进入衰退。在全球经济休戚与共的今天，没有哪一个国家可以独善其身。这或许也是白宫曾考虑停飞中美航线，但是最终没有下令停飞的原因之一，毕竟谁也不想把经济搞垮。</p><p>而且，2009年甲型H1N1流感爆发的时候，WHO曾宣布对美国PHEIC，但美国当时并没有表现出经济溃败。因此，所谓“经济倒退20年”这样的谣言，是没有根据的。</p>",2020-01-31,网传消息：1月31日，世界卫生组织开会宣布将中国列为“疫区国”，为期三年。,https://p3.pstatp.com/list/pgc-image/29b7f28c583c458e982ffcc822683a90,今日头条,<li>当地时间1月30日晚，世卫组织（WHO）在日内瓦宣布：将新型冠状病毒肺炎疫情列为国际关注的突发公共卫生事件（Public Health Emergency of International Concern，简称PHEIC）。</li><li>PHEIC是世卫组织可以发出的最高级别的警报，它不等于“疫区国”。“疫区国”这个说法并不存在。</li><li>世卫组织总干事谭德塞已强调，没有必要采取限制国际人员流动的措施。世卫组织强调不建议实施旅行和贸易限制。网上一些关于“疫区国”的说法是夸大事实，容易引起不必要的恐慌。</li><li>世卫组织（WHO）官网显示，此次“国际关注的突发公共卫生事件”（PHEIC）的决策并不会影响3年，只会持续3个月。</li><li>“PHEIC会让中国经济全盘崩溃，经济倒退20年”没有根据。</li>,假,权威解读：,世卫组织将中国列为“疫区国”，为期三年,谣言,{}
https://www.toutiao.com/i6787986516393067019,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：近日，西安、咸阳两地网友转发：得到通知，县各城区内1月30日凌晨24时后所有路口红绿灯，统一24小时改红灯，除特种车辆外，私家车闯一次6分200，禁止私家车辆出行，正常行驶，另行通知。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><br/></p><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/598bcf1c4bf14cbe813a13e68faa8929"" img_width=""640"" img_height=""366"" alt=""谣言：西安咸阳所有红绿灯路口将统一改为红灯"" inline=""0""/><p class=""pgc-img-caption article-img-caption"">交警辟谣</p></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>经当地警方证实为虚假消息，望广大市民切记不要轻信谣言，一定要认准官方发布。</li></ul><ul class=""bullet1""><li>网警提示：网络不是法外之地，对恶意编造传播不实消息的造谣行为，警方将依法严厉查处。在此提醒市民朋友，在疫情面前不信谣、不传谣，共同维护和谐清明的网络空间。</li></ul><p><strong>辟谣来源：</strong>华商网</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6787891048753398286/"" target=""_blank"">西安交警辟谣红绿灯统一改为红灯</a></p>",2020-01-31,网传消息：近日，西安、咸阳两地网友转发：得到通知，县各城区内1月30日凌晨24时后所有路口红绿灯，统一24小时改红灯，除特种车辆外，私家车闯一次6分200，禁止私家车辆出行，正常行驶，另行通知。,https://p3.pstatp.com/list/dfic-imagehandler/1473f4b3-d5dd-4c63-bcfb-48f2998aee76,今日头条,<li>经当地警方证实为虚假消息，望广大市民切记不要轻信谣言，一定要认准官方发布。</li>,假,权威解读：,西安咸阳所有红绿灯路口将统一改为红灯,谣言,{}
https://www.toutiao.com/i6788337643550671371,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：1月30日，武川县自媒体微信公众号“武川吃喝玩乐平台”发布以《武川已隔离227名病毒接触者，稳控9名与患者同乘航班人》的推文。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>该公众号做法为擅自更改标题、歪曲事实内容。</li></ul><ul class=""bullet1""><li>推文内容是武川县新型冠状病毒感染的肺炎疫情指挥部发布的视频通告，经过自媒体平台擅自更改标题后，严重歪曲事实真相，造成不明真相群众的误解。</li></ul><ul class=""bullet1""><li>该标题错误信息：</li></ul><ul class=""bullet1""><li>1.原文为“对227名密切接触人员，全部进行居家隔离，截至目前，都没有出现发热发烧等异常现象”；标题篡改为“已隔离227名”。</li></ul><ul class=""bullet1""><li>2.原文为“对227名密切接触人员”，标题篡改为“227名病毒接触者”。</li></ul><ul class=""bullet1""><li>为此，武川县有关部门已根据相关法律法规对“武川吃喝玩乐平台”自媒体负责人进行了约谈，并且要求其更正。由于微信公众号不能更改标题，已责令该自媒体平台在内容中作了更正声明。请广大网民朋友，不要误听误传该谣言。了解最新相关信息，请关注官方平台和新闻媒体发布的信息,自觉做到不信谣、不传谣。</li></ul><p><strong>辟谣来源：</strong>内蒙古网上辟谣平台</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6788087332227514893/"" target=""_blank"">网传“武川已隔离227名 病毒接触者” 系谣言</a></p>",2020-02-01,网传消息：1月30日，武川县自媒体微信公众号“武川吃喝玩乐平台”发布以《武川已隔离227名病毒接触者，稳控9名与患者同乘航班人》的推文。,https://p3.pstatp.com/list/dfic-imagehandler/f25cf8a3-4d5f-4afc-aee0-82acbec9d461,今日头条,<li>该公众号做法为擅自更改标题、歪曲事实内容。</li>,假,,武川已隔离227名病毒接触者,谣言,{}
https://www.toutiao.com/i6787991396314776067,"<blockquote class=""article-blockquote-first""><p>网传消息：涂抹适量的万金油可以预防新型冠状病毒</p></blockquote><p><strong>鉴定结果：谣言</strong></p><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>万金油的挥发性成分是一些精油小分子，要想预防病毒，需要它们与病毒接触。不管这些精油分子能否影响病毒，深呼吸之后它们都很快消失了，不会对之前、之后遇到的病毒有起到什么作用。</li></ul><p><strong>辟谣来源：</strong>赣南日报</p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6787797594404815372/"" target=""_blank"">万金油能预防新型冠状病毒不实</a></p>",2020-01-31,网传消息：涂抹适量的万金油可以预防新型冠状病毒,https://p3.pstatp.com/list/dfic-imagehandler/e0c6557d-6271-4559-b204-e40bca50ca8b,今日头条,<li>万金油的挥发性成分是一些精油小分子，要想预防病毒，需要它们与病毒接触。不管这些精油分子能否影响病毒，深呼吸之后它们都很快消失了，不会对之前、之后遇到的病毒有起到什么作用。</li>,假,赣南日报,万金油可以预防病毒,谣言,{}
https://www.toutiao.com/i6787992017403118088,"<blockquote class=""pgc-blockquote-abstract article-blockquote-first""><p>网传消息：1月27日晚，来宾一微信群传播着“因未佩戴口罩被交警处罚”的信息。</p></blockquote><p><strong>鉴定结果：谣言</strong></p><div class=""pgc-img""><img src=""http://p3.pstatp.com/large/pgc-image/9978ed52bb834441bf1ed1d22cc3b122"" img_width=""520"" img_height=""800"" alt=""谣言：广西来宾有人因未佩戴口罩被交警扣6分"" inline=""0""/><p class=""pgc-img-caption""/></div><div class=""pgc-img""><img src=""http://p1.pstatp.com/large/pgc-image/e5ca917093934092a7268c198e851391"" img_width=""640"" img_height=""590"" alt=""谣言：广西来宾有人因未佩戴口罩被交警扣6分"" inline=""0""/><p class=""pgc-img-caption""/></div><p><strong>权威解读：</strong></p><ul class=""bullet1""><li>1月28日，经蒙村派出所和交警支队犯罪侦查大队调查后发现：1月27日晚，张某在微信朋友圈内看到一微信好友发布了未佩戴口罩被交警处罚的短信截图后信以为真，因担心家人朋友因此违反交规受到处罚，出于善意提醒，张某将该照片转发到微信“××舞蹈学校群”和其爱人的个人微信，并留言“开车记得戴口罩”。</li></ul><ul class=""bullet1""><li>信息发布后，该舞蹈群有人指出这个图片是PS出来的，不是真实信息，所以其并没有进一步转发传播。蒙村派出所核查后，张某及时在××舞蹈学校群发布信息澄清自己所发的信息不实。</li></ul><p><strong>辟谣来源：</strong>南宁发布<strong> </strong></p><p><strong>相关链接：</strong></p><p><a class=""pgc-link"" data-content=""mp"" href=""https://www.toutiao.com/a6787914069585166856/"" target=""_blank"">广西又一批人散布疫情谣言被查处</a></p>",2020-01-31,网传消息：1月27日晚，来宾一微信群传播着“因未佩戴口罩被交警处罚”的信息。,https://p3.pstatp.com/list/dfic-imagehandler/fcf3d178-6818-4044-bfb7-29674dc8ed31,今日头条,<li>1月28日，经蒙村派出所和交警支队犯罪侦查大队调查后发现：1月27日晚，张某在微信朋友圈内看到一微信好友发布了未佩戴口罩被交警处罚的短信截图后信以为真，因担心家人朋友因此违反交规受到处罚，出于善意提醒，张某将该照片转发到微信“××舞蹈学校群”和其爱人的个人微信，并留言“开车记得戴口罩”。</li>,假,权威解读：,广西来宾有人因未佩戴口罩被交警扣6分,谣言,{}
